SiO2  ,Al2O3 ,Fe2O3 ,MnO ,MgO ,CaO ,Na2O ,K2O ,TiO2 ,P2O5 ,Ba ,Ga ,Sc  ,V ,Th ,Pb ,Ni ,Co ,Rb  ,Sr ,Y ,Zr ,Nb,Cr ,Cu ,Zn,Be ,Ge ,Sn,La ,Ce,Pr ,Nd,Sm ,Eu ,Gd,Tb ,Dy ,Ho ,Er,Tm,Yb ,Lu ,Hf ,Au 
67.58,10.35,4.71,0.075,1.78,3.56,1.25,1.37,0.98,0.08,267,14,15,80,18,21,32,13,70,142,31,419,25,96,24,51,1.81,1.92,2.76,63.57,118.66,13.58,52.3,9.75,1.53,7.01,1.35,7.51,1.58,4.31,0.68,4.48,0.64,13.25,1.5
61.98,11.52,5.3,0.071,2.45,4.83,0.65,1.52,0.88,0.09,316,14,13,98,16,21,42,14,96,158,34,338,22,100,30,58,1.79,1.92,2.86,53.52,103.46,11.61,45.07,8.54,1.44,6.04,1.19,6.67,1.42,3.79,0.61,3.89,0.56,10.82,1.5
63.05,11.04,5.4,0.089,2.28,5.96,0.78,1.51,0.91,0.1,318,14,14,93,17,27,45,12,84,177,33,444,24,111,26,62,1.89,1.89,3.45,58.55,110.72,12.58,48.88,9.1,1.46,6.47,1.3,7.28,1.55,4.21,0.67,4.4,0.63,14.13,1.5
62.02,9.56,4.41,0.071,1.78,9.72,0.93,1.42,0.82,0.08,292,13,12,82,14,27,31,12,69,128,32,338,20,84,17,64,1.62,1.55,2.52,50.52,89.98,10.76,42.3,7.95,1.38,5.58,1.1,6.3,1.32,3.59,0.57,3.71,0.53,11.07,1.5
69.87,10.73,4.67,0.103,1.52,2.05,1.34,1.78,0.86,0.08,364,14,12,87,19,26,35,15,83,140,33,485,24,103,21,54,1.84,1.62,2.61,57.25,106.62,12.21,47.74,8.99,1.55,6.4,1.27,7.23,1.56,4.29,0.68,4.47,0.64,13.49,1.5
65.48,10.54,5.98,0.104,1.75,4.87,1.34,1.76,1.2,0.11,366,16,13,112,29,27,39,13,78,175,40,807,28,134,22,54,1.86,2.06,2.06,101.49,190.84,22.29,82.29,16.03,2.25,11,2.08,11.2,2.34,6.29,1.01,6.6,0.9,24.38,1.5
64.1,11.75,5.44,0.085,2.21,4.03,0.75,1.58,0.94,0.09,370,15,18,105,14,21,42,14,71,159,29,365,13,108,22,54,1.75,1.21,2.75,40.12,95.75,10.89,42.92,8.48,1.53,8.01,1.28,6.91,1.49,4.03,0.65,4.19,0.61,11.26,1.5
67.91,10.84,4.24,0.078,1.71,3.37,1.33,1.52,0.74,0.07,380,13,14,80,12,21,31,12,61,160,24,301,10,94,18,41,1.72,1.14,2.16,44.02,80.69,9.22,36.09,7.01,1.34,6.59,1.05,5.71,1.22,3.34,0.53,3.42,0.49,8.98,1.5
68.02,10.77,3.71,0.067,1.4,6.68,2.78,1.54,0.87,0.1,443,14,13,72,16,22,20,10,46,228,26,437,15,82,11,34,1.64,1.02,2.17,40.33,86.5,10.01,39.08,7.48,1.43,7.05,1.13,6.16,1.32,3.61,0.58,3.8,0.54,12.96,1.5
62.81,11.05,6.99,0.092,2.86,3.5,1.01,2.43,1.02,0.07,342,14,13,105,15,27,46,17,104,72,35,285,19,107,37,92,2.29,2.63,3.62,51.25,97.93,11.35,43.96,8.29,1.52,7.2,1.25,6.56,1.42,3.96,0.63,3.94,0.57,11.31,1.5
64.84,11.06,5.9,0.091,2,2.85,1.04,2.28,1,0.08,355,15,15,107,12,26,34,17,85,100,29,365,20,100,29,73,2.22,2.28,2.12,47.31,79.42,10.39,40.22,7.62,1.42,6.67,1.18,6.4,1.37,3.77,0.6,3.86,0.53,10.74,1.5
67.3,10.42,4.62,0.091,1.56,3.41,1.7,1.84,0.88,0.07,332,14,11,78,20,23,25,12,66,143,37,505,20,97,15,61,2.4,2.17,1.91,78.76,151.6,17.08,65.86,12.22,1.9,10.2,1.74,8.88,1.86,5.15,0.79,5.02,0.71,14.65,1.5
67.28,10.11,4.17,0.079,1.49,4.48,1.64,1.56,1.09,0.09,326,14,13,83,30,25,26,11,65,147,50,723,28,107,16,52,2.35,1.92,3.58,138.19,228.95,25.3,96.74,17.43,2.37,14.62,2.41,12.19,2.53,6.94,1.07,6.78,0.98,21.83,1.5
63.34,13.23,5.88,0.058,2.44,2.87,1.37,2.06,0.86,0.08,300,18,13,101,16,21,41,16,113,151,33,238,18,116,27,79,2.63,1.98,3.75,49.69,87.16,10.52,41.21,7.69,1.41,5.39,1.08,6.18,1.29,3.4,0.56,3.46,0.5,7.81,1.5
58.37,12.15,5.59,0.066,2.83,6.67,0.59,1.62,0.86,0.1,366,15,13,99,15,21,50,15,95,263,36,350,21,115,28,64,1.94,1.78,3.02,52.74,94.74,11.36,44.15,8.28,1.37,5.68,1.19,7,1.54,4.18,0.68,4.36,0.64,11.16,1.5
62.12,10.88,5.66,0.231,2.12,5.43,0.66,1.52,0.92,0.08,284,14,15,98,15,47,40,16,79,115,32,390,20,112,31,121,1.56,2.37,2.93,62.56,116.31,13.13,51.13,9.53,1.48,6.52,1.31,7.63,1.62,4.4,0.72,4.7,0.68,13.97,1.5
64.05,9.01,4.56,0.106,1.83,7.3,1.1,1.18,0.84,0.07,234,13,10,84,11,26,31,14,57,134,26,261,19,76,28,69,1.71,1.94,1.92,45.19,89.12,9.88,38.64,7.22,1.24,4.97,1.02,5.84,1.27,3.41,0.56,3.55,0.52,8.38,1.5
61.87,10.87,5.56,0.105,2.33,7.03,1.26,1.25,0.82,0.09,265,15,12,96,14,21,38,15,76,167,30,283,20,105,44,55,1.61,1.9,2.57,47.16,93.47,9.89,38.89,7.34,1.35,5.54,1.07,5.91,1.28,3.5,0.55,3.59,0.51,7.98,1.5
67.49,10.85,5.62,0.118,1.84,3.71,1.51,1.81,1.12,0.12,362,15,14,107,22,26,38,13,76,160,39,645,27,111,23,58,1.76,1.96,3.35,94.89,167.77,18.35,71.69,13.48,2.15,10.2,1.93,10.36,2.22,6.18,0.97,6.36,0.92,16.98,1.5
63.78,11.01,5.38,0.079,2.13,5.98,0.85,1.55,0.99,0.1,359,15,16,103,14,21,40,13,74,166,30,364,16,104,22,57,1.68,1.23,2.62,45.17,92.21,10.8,42.72,8.36,1.58,8.02,1.3,7.14,1.54,4.2,0.66,4.37,0.62,11.29,1.5
64,12.53,5.82,0.107,2.1,3.71,1.25,1.34,0.99,0.07,382,15,17,111,15,19,38,19,61,144,27,409,13,110,23,47,1.61,1.17,2.35,58.75,103.55,11.83,46.48,8.94,1.72,8.45,1.32,7.19,1.53,4.11,0.65,4.22,0.59,11.56,1.5
71.08,9.62,3.87,0.085,1.29,3.73,1.91,1.62,0.9,0.08,353,13,11,81,19,22,25,11,54,170,29,525,15,90,11,44,1.77,1.21,2.37,50.23,106.27,12.1,47.22,9.05,1.57,8.53,1.36,7.5,1.63,4.51,0.72,4.74,0.68,16.77,1.5
62.48,11.56,7.09,0.141,2.69,4.32,1.11,2.05,1.39,0.12,398,17,17,124,35,30,36,19,89,118,49,678,28,103,31,86,2.72,3.16,2.46,202.42,332.09,36.55,138.06,24.72,3.14,20.44,3.13,14.08,2.76,7.36,1.06,6.83,0.95,19.71,1.5
64.12,9.05,4.98,0.169,3,5.51,0.85,2,0.64,0.09,394,11,11,75,13,24,26,10,84,118,29,275,17,74,22,60,1.77,2.18,1.66,40.68,66.43,8.71,33.58,6.19,1.15,5.45,0.98,5.46,1.19,3.3,0.51,3.29,0.45,8.2,1.5
65.5,12.38,5.34,0.096,1.95,3.11,1.71,2.1,0.96,0.1,362,17,12,81,30,25,31,11,88,141,43,585,26,114,19,89,3.05,2.38,2.7,109.43,199.46,22.29,85.51,15.38,2.24,13.06,2.16,11.12,2.29,6.29,0.95,6.04,0.87,16.36,1.5
61.77,14.42,6,0.083,2.11,2.35,0.77,2.48,0.86,0.09,442,18,15,96,21,26,48,16,135,119,42,366,24,116,31,73,3.07,2.16,3.07,67.84,133.66,14.69,56.91,10.57,1.75,9.16,1.59,8.41,1.78,4.84,0.75,4.63,0.65,10.06,3
62.4,13.17,6.29,0.092,2.4,2.4,0.93,2.16,1.02,0.1,349,19,17,110,27,25,47,22,112,106,44,456,25,129,32,78,2.8,2.68,5.57,100.65,195,21.71,84.03,15.23,2.3,12.75,2.2,11.1,2.37,6.5,0.99,6.35,0.88,12.99,1.5
61.56,13.21,5.73,0.066,2.44,2.94,0.86,1.92,0.92,0.08,323,17,16,104,17,20,43,15,97,157,34,359,24,115,28,68,2.2,2.31,3.52,61.54,118.5,13.25,51.78,9.49,1.64,7.89,1.37,7.07,1.5,4.12,0.62,4.05,0.56,9.23,1.5
62.88,11.67,5.21,0.174,2.14,2.98,1.03,1.56,0.87,0.07,286,15,14,97,16,36,37,14,78,110,31,350,22,113,35,76,1.89,2.58,3.11,44.55,93.73,10.38,40.56,7.62,1.37,6.35,1.13,5.97,1.27,3.56,0.55,3.61,0.5,8.92,1.5
64.62,11.25,5.83,0.217,2.07,2.12,0.68,1.66,0.82,0.07,275,15,14,97,15,50,45,17,99,95,30,318,21,109,45,96,2,2.65,2.9,38.65,85.75,9.6,37.76,7.08,1.35,5.93,1.09,5.91,1.29,3.58,0.56,3.61,0.51,7.36,1.5
62.45,11.19,5.69,0.11,1.92,5.18,2.86,1.18,1.13,0.07,271,14,14,116,18,22,35,14,62,105,31,474,22,113,55,47,1.47,2.47,3.34,77.94,146.69,16.59,64.36,11.61,1.67,9.5,1.64,8.07,1.69,4.67,0.73,4.78,0.67,12.51,1.5
64.89,12.31,4.07,0.071,2.79,7.72,5.08,1.25,0.84,0.1,273,16,15,92,12,21,34,13,68,191,31,295,20,144,23,48,1.85,1.9,3.43,37.28,76.12,9.28,36.58,6.86,1.34,5.61,1.01,5.35,1.14,3.16,0.48,3.12,0.44,7.97,1.5
63.47,10.74,5.56,0.099,2.19,5.51,1.5,1.86,1.08,0.15,391,16,13,108,17,24,34,16,69,176,36,483,19,97,18,57,2,1.35,3.18,57.83,120.49,14.34,54.56,11.11,1.99,10.47,1.69,9.25,1.98,5.45,0.88,5.66,0.8,16.8,1.5
64.39,11.81,5.75,0.091,2.1,4.21,1.2,1.18,0.97,0.08,316,16,19,111,13,19,38,14,59,148,27,362,15,123,22,47,1.41,1.15,2.27,48.39,90.02,10.42,41.44,8.15,1.62,7.61,1.22,6.71,1.44,3.87,0.6,3.93,0.57,12.11,1.5
65.98,12.29,5.07,0.081,1.9,3.64,1.81,1.51,0.86,0.08,388,17,19,104,13,24,29,13,54,207,27,335,11,106,20,50,1.51,1.16,2.03,35.15,77.77,9.03,36.22,7.29,1.62,6.83,1.13,6.37,1.39,3.77,0.61,3.99,0.57,11.38,1.5
63.9,10.62,5.28,0.114,1.66,6.11,1.63,1.72,1.1,0.09,339,14,12,90,38,26,33,17,62,190,49,760,26,110,13,56,2.72,2.58,2.01,193.16,294.9,34.69,135.7,22.74,3,19.03,3.04,14.73,3.04,8.38,1.25,7.99,1.13,24.38,1.5
62.58,10.52,5.39,0.091,2.34,5.58,1.65,1.86,0.98,0.07,311,14,13,102,15,32,31,16,68,132,33,385,19,92,51,68,2.09,2.18,1.72,53.61,86.47,11.31,43.68,8.16,1.45,7.07,1.25,6.78,1.47,4.09,0.63,4.09,0.58,11.72,1.5
58.23,15.46,6.52,0.078,2.72,3.52,1.53,2.74,0.96,0.14,390,21,15,98,20,23,39,18,118,131,40,317,23,101,24,96,3.82,2.6,3.96,80.29,155.69,17.07,65.8,11.71,1.9,10,1.66,8.42,1.76,4.8,0.72,4.5,0.63,9.59,3
63.81,14.45,5.67,0.079,1.88,2.13,1.47,2.68,0.77,0.08,401,18,13,80,35,30,37,13,131,129,55,346,21,97,28,84,4.73,2.52,2.99,162.72,263.02,28.88,109.83,19.9,2.7,17.09,2.86,14.56,3.07,8.34,1.26,7.94,1.07,9.71,1.5
63.07,14.94,5.33,0.07,2.19,2.06,2.14,2.54,0.76,0.09,371,20,13,92,26,33,39,16,130,143,17,363,22,104,29,86,3.41,2.39,4,100.48,195.96,21.74,83.82,15.07,2.26,12.44,2.13,10.7,2.2,6,0.89,5.61,0.78,9.45,1.5
64.35,13.1,6.35,0.093,2.13,3.77,1.31,2.2,1.11,0.09,368,16,17,93,30,21,34,16,100,168,45,476,20,105,27,100,2.83,2.53,3.36,119.1,212.15,23.41,88.82,16.03,2.34,13.72,2.3,11.52,2.39,6.53,0.99,6.23,0.87,12.75,1.5
64.09,11.53,9.06,0.087,1.77,4.7,1.87,1.24,1.61,0.08,250,17,14,171,22,25,33,17,53,222,33,381,22,146,30,98,2.18,3.56,3.67,109.38,200.97,22.33,84.87,15.23,2.11,12.83,2.05,9.85,1.96,5.25,0.76,4.73,0.65,11.16,1.5
70.714,9.26,5.02,0.093,1.85,4.51,1.05,1.3,0.73,0.07,195,15,17,88,12,26,31,10,76,313,28,263,20,90,52,96,1.64,2.92,3.93,31.1,60.99,7.55,29.71,5.63,1.1,4.84,0.92,5.25,1.19,3.27,0.49,3.09,0.42,6.01,1.5
56.48,11.37,5.6,0.133,2.72,7.87,1.44,1.3,0.86,0.06,232,16,12,93,11,38,35,14,67,128,25,216,19,92,44,77,1.69,2.61,2.28,30.13,58.57,7.39,28.94,5.4,1.08,4.58,0.84,4.68,1.03,2.82,0.44,2.83,0.39,6.06,1.5
66.66,10.98,5.35,0.119,1.51,5.49,2.1,1.47,1.09,0.1,304,15,15,91,35,30,29,13,64,150,47,529,25,93,25,61,2.07,2.53,2.96,136.78,245.74,27.55,106.26,19.04,2.44,15.74,2.65,12.73,2.59,7.12,1.03,6.6,0.91,14.09,1.5
66.35,10.38,4.8,0.094,1.52,6.59,2.7,1.5,1.15,0.09,354,14,12,89,28,22,25,11,59,217,37,523,22,86,13,49,1.86,1.42,3.71,99.86,190.4,21.81,84.91,15.84,2.28,14.02,2.2,11.66,2.42,6.48,1.02,6.55,0.93,16.63,1.5
66.73,11.56,5.66,0.103,2.03,3.78,1.67,2.03,1.07,0.11,395,15,15,103,19,23,35,16,85,159,34,418,16,103,20,65,2.05,1.35,5.07,63.3,121.33,14.16,55.22,10.58,1.79,9.59,1.53,8.46,1.8,4.88,0.79,5.1,0.72,12.12,1.5
70.83,9.83,4.45,0.084,1.38,3.94,1.57,1.74,0.89,0.09,390,13,12,78,16,19,26,10,62,157,30,442,15,101,14,42,1.69,1.19,2.18,48.37,95.95,11.13,43.72,8.48,1.52,7.67,1.23,6.85,1.45,3.98,0.64,4.18,0.6,12.73,1.5
69.85,10.52,5.36,0.137,1.3,3.8,1.95,1.76,1.14,0.12,394,13,13,79,53,30,25,11,63,180,59,703,25,82,14,47,2.26,2.72,1.93,210.73,372.54,40.08,143.33,25.64,3.38,21.88,3.13,14.73,2.95,7.63,1.27,7.62,1.14,19.19,1.5
64.9,12.11,5.21,0.085,2.02,2.47,1.48,2.23,0.93,0.07,384,17,13,93,24,30,30,15,87,118,40,528,27,105,34,62,2.8,2.36,2.25,95.85,186.99,20.68,78.85,14.4,2.09,12.25,2.02,10.25,2.14,5.9,0.89,5.8,0.81,15.39,3
61.04,13.7,6.82,0.123,2.34,4.07,1.88,2.13,1.34,0.09,368,20,15,121,34,26,34,19,75,146,47,711,34,114,23,87,3.18,3.18,3.37,215.52,336,36.56,136.19,23.34,3.22,20.09,3.07,14.48,2.88,7.82,1.15,7.33,1.02,21.86,5
59.55,12.38,5.93,0.102,1.9,8.62,2.2,1.7,1.2,0.1,308,19,15,107,39,30,30,14,67,221,56,712,23,93,19,82,3.34,2.76,2.42,207.71,322.61,35.66,136.41,24.23,3.11,20.9,3.28,15.89,3.2,8.64,1.29,8.04,1.11,19.9,4
64.92,12.69,4.6,0.081,1.82,2.26,1.89,2.16,0.96,0.1,342,16,12,77,33,26,31,12,83,138,52,604,27,91,17,66,2.96,2.28,3.01,161.48,253.16,27.91,106.28,19.21,2.72,16.89,2.8,15.08,3.26,9.14,1.39,8.81,1.23,16.87,1.5
62.52,13.96,6.23,0.092,2.07,4.27,2.1,2.02,1.01,0.11,319,21,13,94,34,27,33,15,87,149,51,394,22,96,26,104,3.65,2.84,2.8,179.47,284.23,31.36,118.13,21.63,3.1,18.74,3.06,15.72,3.28,8.94,1.34,8.33,1.15,10.84,1.5
65.95,12.33,7.07,0.121,1.86,4.3,1.8,1.71,1.49,0.11,326,17,16,119,30,22,32,19,68,158,46,528,24,114,22,83,2.4,2.84,2.08,148.49,241.31,26.97,102.55,18.58,2.71,16.17,2.62,13.19,2.74,7.48,1.12,7.18,1,14.98,1.5
63.83,10.7,5.53,0.126,1.98,5.23,1.38,1.44,1.03,0.09,230,17,16,99,25,33,28,15,62,287,45,457,26,102,31,90,2.08,3.49,3.76,121.76,220.16,24.68,94.55,16.87,2.13,14.12,2.46,12.62,2.67,7.4,1.13,7.12,0.99,12.78,1.5
60.7,12.65,5.27,0.129,2.16,4.26,6.19,1.52,0.93,0.09,240,16,13,84,21,27,28,18,70,187,38,395,24,102,23,80,2.46,2.81,2.7,76.54,140.88,15.84,61.36,11.2,1.77,9.3,1.63,8.28,1.73,4.76,0.72,4.69,0.67,10.09,1.5
65.27,12.31,5.47,0.113,1.84,2.54,1.79,1.81,1.01,0.1,297,17,12,88,22,28,35,14,76,126,38,456,26,110,52,73,2.19,2.45,3.68,87.4,159,17.84,68.76,12.53,1.86,10.42,1.8,9.2,1.94,5.35,0.8,5.18,0.72,11.09,1.5
59.91,13.3,4.06,0.059,1.5,5.04,2.31,1.58,1.06,0.07,250,16,12,82,23,17,22,9,57,88,32,418,19,82,16,36,2.01,1.25,5.27,74.21,140.06,16.07,62.5,11.82,1.94,10.86,1.77,9.9,2.11,5.65,0.91,5.79,0.83,14.48,1.5
61.63,11.1,5.97,0.113,1.93,8.13,2.23,1.42,1.38,0.1,293,13,14,107,22,28,23,15,56,121,36,535,18,77,20,69,1.78,1.28,3.68,76.66,145.81,16.77,65.06,12.45,1.98,11.45,1.87,10.6,2.3,6.34,1.03,6.75,0.97,17.28,1.5
64.45,11.62,6.06,0.101,2.04,3.35,1.46,1.79,1.12,0.13,374,14,16,114,19,20,33,16,68,167,30,558,18,124,21,59,1.74,1.3,2.53,65.56,128.04,14.97,58.91,11.53,1.97,10.65,1.74,9.77,2.1,5.74,0.91,5.98,0.86,16.17,1.5
61.46,14.27,8.49,0.137,2.08,3.24,1.43,2.17,2.1,0.17,408,20,19,150,36,26,41,20,92,129,54,564,53,103,29,85,2.61,3.21,3.26,214.7,340.48,37.84,145.21,26.92,3.83,23.33,3.74,18.88,3.85,10.44,1.55,9.5,1.33,16.61,1.5
61.08,15.18,7.09,0.122,2.08,2.65,1.79,2.5,1.22,0.13,363,19,13,101,47,34,34,16,104,146,62,519,34,98,13,81,3.72,3.2,2.98,288.49,444.88,48.39,183.89,33.22,4.03,27.93,4.26,19.58,3.77,9.92,1.38,8.51,1.19,14.62,1.5
65.01,14.08,5.53,0.105,1.73,3.63,2.44,2.06,0.96,0.1,371,17,12,76,43,29,28,11,78,176,48,486,25,78,19,66,3.56,2.66,2.46,220.98,342.11,37.26,139.45,24.97,3.21,21.4,3.19,14.56,2.72,7.41,1.07,6.65,0.93,13.68,1.5
63.54,14.67,5.42,0.072,2.04,2.51,1.81,2.94,0.8,0.07,410,20,16,91,28,27,35,14,115,138,39,369,21,97,25,72,3.55,2.39,3.27,115.51,207.71,22.72,86.4,15.45,2.29,13.07,1.97,8.83,1.68,4.54,0.64,4.11,0.56,9.87,1.5
63.23,13.7,4.42,0.072,1.55,5.31,2.34,2.58,0.69,0.1,415,17,12,61,33,32,25,13,121,191,51,354,21,71,22,58,4.3,2.15,2.61,128.87,226.36,24.8,93.6,17.21,2.44,14.86,2.39,11.92,2.43,6.64,0.96,6.12,0.84,9.65,1.5
69.22,11.13,4.89,0.097,1.4,3.29,1.62,1.94,0.97,0.08,393,13,12,77,29,24,26,12,73,159,45,520,26,95,16,56,2.28,2.15,1.93,113.15,207.37,22.85,87.21,15.73,2.28,13.85,2.24,11.52,2.4,6.49,0.99,6.25,0.89,13.68,1.5
68.68,11.93,5.34,0.089,1.52,3.3,1.77,1.9,0.94,0.1,342,16,12,78,29,21,26,14,74,171,41,439,22,90,16,75,2.8,2.35,1.92,112.54,207.86,23.08,88.4,16.09,2.36,13.72,2.2,11,2.26,6.24,0.94,5.93,0.81,11.78,1.5
63.19,13.1,5.58,0.074,2.4,3.52,2.19,1.83,1.05,0.11,291,18,16,100,26,23,32,26,78,203,39,405,24,100,26,88,2.84,2.59,3.95,107.83,187.01,21.15,80.87,14.9,2.22,12.56,2.12,10.52,2.18,5.87,0.86,5.61,0.76,11.16,1.5
66.89,11.24,5.3,0.098,1.99,3.19,1.44,1.79,0.99,0.08,330,15,12,89,22,23,33,9,82,172,36,459,25,117,26,69,2.13,2.34,3.47,68.13,143.47,16.12,61.91,11.52,1.76,9.59,1.62,8.23,1.68,4.69,0.71,4.58,0.64,13.74,1.5
68.21,12,6.93,0.19,1.29,2.06,2.93,1.02,1.68,0.07,206,15,13,104,31,23,27,16,42,83,35,683,35,117,38,71,1.82,2.82,5.08,120.96,220.51,24.15,92.45,16.7,2.29,13.94,2.26,10.9,2.22,6.05,0.89,5.77,0.81,18.26,1.5
64.2,12.15,7.98,0.186,1.78,3.5,3.08,0.85,2.88,0.08,242,17,14,156,85,30,31,19,29,84,72,1224,43,115,20,66,2.2,2.17,5.97,388.66,741.64,98.14,316.48,57.04,6.56,49.13,7.28,35.86,7.01,18.17,2.82,17.92,2.52,35.39,1.5
65.27,11.62,7.7,0.326,1.59,2.7,2.21,1.33,1.9,0.07,253,17,13,129,25,52,32,17,48,85,30,493,23,102,33,133,2.19,2.53,3.42,96.07,192.48,21.23,76.64,14.52,2.27,12.88,2.35,11.67,2.61,6.91,1.08,6.85,0.97,14.82,1.5
72.09,10.33,4.61,0.083,1.29,1.77,1.62,1.99,0.9,0.06,364,13,8,73,16,21,25,12,82,123,25,409,14,98,17,61,1.94,1.28,2.31,44.16,92.02,10.45,40.55,7.64,1.37,6.98,1.11,5.98,1.28,3.47,0.56,3.66,0.52,11.04,1.5
61.85,13.62,7.85,0.137,2.18,3.93,1.79,2.25,1.42,0.18,427,18,19,109,36,27,36,21,98,157,52,436,37,107,30,95,2.4,2.7,5.3,159.63,313.11,35.41,130.54,23.56,3.01,20.41,3.31,15.94,3.18,8.1,1.24,7.52,1.05,13.15,1.5
62.03,14.01,7.31,0.148,1.9,3.96,2.28,2.09,1.56,0.14,323,17,16,98,51,39,30,16,95,169,70,619,36,94,27,72,3.83,3.07,3.58,234.97,473.71,52.55,196.92,36.58,3.84,30.57,4.91,24.38,4.99,12.82,2,12.54,1.68,20.4,1.5
64.17,14.5,5.55,0.111,1.71,2.66,2.2,2.28,1.09,0.09,395,16,15,78,46,28,25,10,84,165,62,602,30,94,17,62,3.14,2.64,4.07,205.16,410.14,45.44,170.13,31.17,3.71,25.8,4.15,20.81,4.16,10.81,1.67,10.29,1.41,19.23,1.5
63.18,13.5,5.38,0.097,1.89,2.56,1.89,2.43,1,0.1,365,16,14,83,44,31,28,15,83,134,49,489,25,85,20,55,2.94,2.55,3.51,206.77,413.44,46.46,172.09,31,3.39,25.34,4,18.55,3.52,9.04,1.37,8.28,1.17,17.19,1.5
64.92,13.07,5.37,0.101,1.78,2.6,1.58,2.3,0.96,0.1,418,17,13,83,40,30,31,14,94,154,47,489,24,96,43,58,3.03,2.31,3.44,154.58,308.39,34.16,128.56,23.44,2.81,19.44,3.15,15.46,3.21,8.35,1.28,8.09,1.11,15.66,1.5
69.45,12.08,4.75,0.074,1.54,2.29,1.56,2.17,0.86,0.08,383,15,10,74,28,23,29,10,95,141,41,478,23,101,20,60,2.64,1.98,3.46,80.3,173.95,19.82,74.63,13.62,2.01,11.8,1.93,10.02,2.1,5.65,0.88,5.57,0.78,13.97,1.5
66.44,11.6,5,0.083,1.75,4.29,1.49,2.03,0.88,0.09,384,15,13,82,26,27,32,15,84,200,39,453,23,97,26,60,2.53,1.97,3.02,99.04,200.54,22.7,85.29,15.61,2.17,13.06,2.08,10.55,2.09,5.62,0.87,5.46,0.76,13.61,1.5
65.51,11.41,6.52,0.113,1.59,3.7,1.39,1.59,2.01,0.08,355,16,13,110,56,25,32,18,64,146,57,919,33,103,18,65,2.34,3.06,2.58,272.63,481.11,53.32,203.96,36.42,4.21,29.91,4.64,20.85,3.94,10.69,1.53,9.6,1.33,27.87,1.5
69.2,9.93,4.82,0.092,1.77,3.99,1.71,1.5,1.06,0.09,272,14,11,87,24,20,28,10,65,227,40,524,23,93,25,62,2.06,2.29,3.75,80.92,157.67,17.63,68.09,12.54,1.89,10.67,1.81,9.33,1.97,5.43,0.82,5.25,0.72,13.79,1.5
71.18,9.53,5.28,0.145,1.42,2.56,1.9,0.91,1.16,0.04,178,19,18,129,17,45,55,19,37,97,26,290,24,79,45,103,2.33,2.56,4.17,56.05,120.03,13.54,52.45,9.84,1.73,8.33,1.38,6.97,1.41,3.85,0.58,3.71,0.53,11.37,1.5
67.49,11.77,8.84,0.208,1.66,2.22,3.05,1.14,1.82,0.05,215,15,12,118,28,72,33,18,42,64,26,448,24,123,49,229,1.92,2.23,2.6,108.14,202.39,22.59,86.71,15.72,2.07,13.98,2.09,10.14,2,5.11,0.8,5.13,0.72,11.34,1.5
67,10.81,9.55,0.261,1.321,1.85,1.66,1.27,2.97,0.06,256,15,15,139,22,48,33,20,51,75,26,484,32,120,37,149,2.21,2.49,2.74,96.67,185.88,20.65,79.63,14.56,2.09,13.33,2.06,10.77,2.26,5.94,0.95,6.11,0.87,13.36,1.5
63.36,11.75,6.36,0.111,2.8,3.5,2.21,1.72,1.09,0.13,303,14,12,109,16,30,29,14,66,117,29,347,12,98,25,129,1.92,1.53,2.49,51.47,102.78,11.71,45.78,8.75,1.66,8.24,1.31,7.02,1.48,3.96,0.63,4.06,0.58,9.97,1.5
61.86,13.43,7.27,0.136,2.06,4.68,1.58,2.2,1.29,0.16,488,17,18,116,78,31,39,20,96,162,81,415,45,105,25,102,2.11,3.08,4.83,355.36,705.58,86.76,297.28,53.99,6.08,44.11,6.84,31.82,6.02,14.89,2.14,12.63,1.7,13.41,3
61.49,13.47,8.18,0.123,1.92,4.29,2.15,1.86,1.75,0.16,369,18,16,152,40,29,35,18,78,138,61,490,40,98,28,66,2.48,2.75,3.19,180.64,338.88,42.21,169.45,30.72,4.06,25.97,4.31,20.63,3.32,9.76,1.68,9.26,1.23,16.41,20
60.86,16.09,6,0.094,1.91,2.64,7.15,2.71,0.91,0.12,393,14,16,60,41,30,25,10,125,161,57,436,21,103,18,74,4.53,2.42,3.61,153.78,310.54,34.92,128.5,23.41,2.92,19.78,3.1,14.84,2.89,7.44,1.1,6.81,0.95,14.16,1.5
64.2,11.81,5.12,0.086,2.05,3.22,1.78,2.23,0.81,0.08,376,15,11,76,27,29,25,11,83,124,38,401,23,96,82,58,2.85,2.34,3.1,111.97,222.06,25.18,92.76,17.06,2.25,14.14,2.3,11.51,2.31,5.99,0.95,5.94,0.83,14.35,1.5
63.5,13.37,5.61,0.088,2.15,2.4,1.27,2.68,0.88,0.07,468,17,16,93,23,31,37,17,118,115,39,417,21,109,119,64,3.08,2.22,4.16,74.59,170.15,19.5,73.48,13.27,2.02,11.58,1.93,10.18,2.1,5.75,0.92,5.75,0.81,14.15,1.5
63.41,14.37,5.55,0.078,1.98,1.68,1.18,2.86,0.84,0.08,391,18,14,84,25,26,36,14,141,117,41,394,25,100,52,70,3.43,2.16,4.05,81.61,179.36,20.52,75.2,14.02,2,11.82,1.97,9.57,1.94,5.2,0.81,4.92,0.69,13.41,1.5
