Ba ,Ga ,Sc  ,V ,Th ,Pb ,Ni ,Co ,Rb  ,Sr ,Y ,Zr ,Nb,Cr ,Cu ,Zn,Be ,Ge ,La ,Ce,Pr ,Nd,Sm ,Eu ,Gd,Tb ,Dy ,Ho ,Er,Tm,Yb ,Lu ,Hf ,Hf 
390,34,12,79,12,27,43,29,97,181,19,199,14,89,28,76,1.77,1.11,31.16,57.41,6.59,26.05,5.04,1.05,4.52,0.78,4.46,0.85,2.6,0.44,2.6,0.4,9.16,9.16
397,33,13,92,13,29,53,25,97,224,28,242,15,125,36,88,1.6,1.21,38.92,73.17,8.4,33.89,6.51,1.35,5.77,1.03,6,1.15,3.57,0.55,3.44,0.51,9.28,9.28
383,35,15,100,12,27,62,29,83,187,32,283,15,133,56,97,1.65,1.24,35.07,67.87,7.84,32.17,6.34,1.45,5.98,1.11,6.84,1.35,3.96,0.64,4.02,0.62,12.95,12.95
391,28,11,95,10,32,48,28,81,224,23,234,15,108,29,73,1.75,1.19,29.39,54.77,6.34,25.6,5.03,1.18,4.5,0.83,4.94,0.97,2.98,0.46,3.06,0.49,9.4,9.4
399,28,14,121,5,33,59,33,86,183,22,208,14,127,46,107,1.67,1.21,29.35,55.56,6.36,25.32,4.95,1.25,4.48,0.9,5.4,1.02,3.13,0.48,3.26,0.46,7.49,7.49
404,44,15,116,5,37,55,27,81,195,24,219,13,129,46,86,1.84,1.19,28.68,54.85,6.07,24.55,4.92,1.31,4.62,0.85,4.98,0.98,2.98,0.47,2.91,0.41,9.34,9.34
395,37,12,85,16,38,46,20,141,125,32,268,20,97,65,87,2.44,1.29,45.41,85.44,9.53,37.45,7.03,1.44,6.57,1.15,6.71,1.26,4.11,0.67,4.05,0.58,11.80,11.80
431,37,13,98,14,33,49,23,113,219,31,253,17,114,52,100,2.30,1.21,46.56,86.91,9.79,38.37,6.94,1.51,6.19,1.04,5.79,1.04,3.38,0.50,3.19,0.46,9.89,9.89
410,38,10,77,9,38,41,13,96,218,33,303,23,100,30,81,2.21,1.18,44.86,83.82,9.70,38.71,7.24,1.75,6.44,1.11,6.29,1.16,3.84,0.64,3.76,0.52,12.78,12.78
316,40,9,70,12,29,31,14,108,54,21,261,10,79,28,80,1.21,1.12,42.76,76.83,8.96,35.08,6.40,1.21,5.63,0.82,4.35,0.79,2.55,0.36,2.29,0.33,10.22,10.22
333,41,12,93,12,24,50,17,126,104,30,252,15,132,53,88,2.04,1.30,47.72,86.17,9.91,39.43,7.10,1.47,6.35,1.08,6.21,1.15,3.39,0.56,3.53,0.45,9.03,9.03
309,35,14,81,15,31,37,17,118,181,22,172,13,73,39,76,2.98,1.08,27.67,50.32,5.91,23.95,4.76,1.00,4.33,0.79,4.55,0.86,2.57,0.44,2.64,0.35,6.94,6.94
258,36,11,65,13,48,27,13,131,146,25,173,13,79,29,65,2.39,1.05,29.03,54.20,6.34,25.08,5.11,0.83,4.52,0.85,4.37,0.84,2.69,0.41,2.44,0.33,5.93,5.93
338,27,13,81,15,33,47,28,85,199,22,219,15,112,35,82,1.67,1.25,32.88,60.8,7.1,28.7,5.58,1.32,4.64,0.86,4.97,0.94,2.91,0.45,3.26,0.44,8.94,8.94
328,35,15,142,11,28,74,33,70,184,38,228,15,154,61,98,1.65,1.46,34.34,64.56,7.98,32.8,7.09,1.76,6.81,1.39,8.16,1.58,4.8,0.75,5.03,0.73,10.58,10.58
345,31,14,94,14,27,55,26,83,193,38,303,18,121,33,82,1.93,1.26,44.89,86.19,10.18,41.34,8.35,1.96,7.66,1.56,9.07,1.7,5.26,0.8,5.62,0.72,12.07,12.07
452,39,15,119,15,33,66,25,106,195,26,227,14,147,47,96,1.82,1.22,32.64,62.38,7.14,28.22,5.33,1.29,4.68,0.88,4.99,0.93,2.95,0.47,3.18,0.45,8.99,8.99
420,41,13,112,11,36,39,23,70,245,23,171,9,93,52,86,1.78,0.99,22.13,47.50,4.80,19.70,4.06,1.09,3.84,0.73,4.24,0.81,2.71,0.42,2.63,0.39,7.01,7.01
365,38,14,113,6,36,53,25,88,197,28,182,16,116,56,85,2.06,1.17,25.01,48.89,5.51,22.53,4.76,1.21,4.58,0.83,5.05,0.97,3.10,0.48,3.07,0.42,6.91,6.91
352,44,12,75,21,29,30,18,115,207,34,269,18,77,36,81,2.43,1.08,60.76,108.39,12.58,48.38,9.21,1.45,7.59,1.26,6.77,1.25,3.89,0.61,3.81,0.56,10.51,10.51
410,46,11,82,17,34,40,16,98,195,29,256,17,98,44,82,1.92,1.05,44.78,84.69,9.89,38.52,7.21,1.45,6.44,1.15,6.22,1.19,3.85,0.59,3.98,0.56,10.86,10.86
350,41,15,104,13,37,58,21,118,202,35,264,23,130,59,96,2.23,1.17,50.79,94.57,10.78,41.99,8.24,1.73,7.18,1.21,6.54,1.30,4.02,0.61,3.86,0.61,13.54,13.54
385,28,15,119,10,41,56,29,104,104,27,206,12,115,68,117,1.67,1.25,36.72,65.53,7.98,31.24,6.31,1.29,5.66,0.95,4.94,0.95,2.98,0.44,2.69,0.41,7.75,7.75
309,36,11,79,11,28,32,17,103,137,35,398,18,65,35,77,2.12,1.00,46.75,85.98,10.19,39.20,7.56,1.34,6.52,1.13,6.17,1.21,3.83,0.63,3.99,0.60,14.99,14.99
234,37,11,46,22,33,20,12,190,99,25,192,18,47,23,65,2.71,0.88,37.42,69.01,8.21,31.02,6.21,0.73,5.11,0.84,4.34,0.81,2.49,0.38,2.36,0.34,7.18,7.18
242,36,9,52,18,33,34,15,111,158,23,205,13,83,26,67,2.14,1.00,34.51,64.37,7.56,28.81,5.59,0.81,4.64,0.78,3.96,0.77,2.39,0.35,2.11,0.33,7.56,7.56
379,33,12,102,14,35,37,15,89,200,23,248,13,94,41,85,1.36,1.06,31.84,57.79,6.84,26.64,5.24,1.01,4.49,0.77,4.04,0.75,2.45,0.39,2.57,0.35,9.09,9.09
393,44,13,111,12,31,56,20,78,242,22,210,12,146,49,83,1.42,1.07,29.41,56.51,6.33,25.14,4.79,1.05,4.28,0.75,4.08,0.78,2.51,0.41,2.52,0.36,8.13,8.13
362,38,15,126,10,36,59,25,69,186,25,221,11,169,52,84,1.53,1.13,32.91,62.56,7.12,28.12,5.54,1.14,4.80,0.86,4.74,0.88,2.88,0.45,2.92,0.42,9.26,9.26
352,35,15,116,10,40,50,22,101,193,27,219,11,120,47,93,2.04,1.10,30.21,57.44,6.36,25.25,5.02,1.08,4.36,0.81,4.33,0.86,2.83,0.46,2.86,0.41,7.57,7.57
427,40,14,111,14,34,57,25,88,216,27,217,14,123,55,96,1.66,1.04,26.84,52.22,5.87,23.50,4.68,1.12,4.37,0.82,4.70,0.95,2.93,0.48,3.12,0.44,8.78,8.78
298,34,15,98,6,42,45,23,84,171,28,207,13,110,49,74,2.10,1.11,29.65,50.27,6.30,25.35,5.07,1.03,4.81,0.95,6.31,1.26,4.29,0.75,4.72,0.72,8.16,8.16
338,28,13,79,8,45,44,18,93,160,35,224,18,101,37,76,2.07,1.22,30.85,57.40,6.68,27.45,5.54,1.06,5.01,1.00,6.13,1.17,3.49,0.57,3.69,0.54,8.81,8.81
353,31,14,100,13,36,44,26,106,182,25,236,13,109,49,85,2.19,1.14,37.48,71.20,7.93,31.62,6.12,1.20,5.63,1.06,6.33,1.17,3.70,0.60,3.64,0.52,9.54,9.54
422,38,14,118,13,33,65,23,133,166,31,256,18,142,76,101,1.89,1.29,45.11,87.02,9.67,38.74,7.18,1.37,6.03,1.08,5.99,1.11,3.35,0.54,3.40,0.47,8.56,8.56
316,26,14,92,11,25,39,24,168,80,27,199,18,98,28,71,3.81,2.05,81.38,121.06,15.99,61.68,10.40,1.97,8.45,1.30,6.73,1.19,3.60,0.52,3.24,0.49,6.59,6.59
336,25,14,69,9,22,34,24,140,122,24,181,14,73,22,66,3.65,1.80,67.10,108.49,13.16,49.57,8.11,1.64,6.70,1.02,5.45,0.98,3.07,0.47,3.03,0.44,5.93,5.93
290,24,12,73,11,23,38,28,197,71,20,158,16,88,29,73,4.79,1.93,45.83,85.39,9.55,37.33,6.62,1.23,5.40,0.86,4.54,0.81,2.40,0.34,2.02,0.31,4.96,4.96
348,15,7,29,2,28,26,29,92,47,17,464,12,40,14,42,1.48,1.37,30.46,57.70,6.18,23.92,4.41,0.88,3.78,0.67,4.07,0.78,2.63,0.44,2.95,0.46,14.93,14.93
338,16,9,80,27,30,30,17,155,107,22,238,14,79,15,94,2.22,2.05,105.24,165.74,22.89,88.69,15.77,2.47,12.52,1.62,5.90,0.92,2.74,0.38,2.46,0.37,5.87,5.87
454,18,11,84,12,138,29,21,72,140,26,299,12,77,34,392,1.62,1.25,35.59,66.94,7.65,30.15,5.57,1.23,4.98,0.89,4.97,0.95,2.93,0.45,2.86,0.43,6.46,6.46
311,31,11,95,12,42,33,16,103,153,26,307,16,74,40,71,2.26,1.15,39.68,71.86,8.28,33.41,6.12,1.25,5.17,0.91,5.02,0.94,2.91,0.45,2.89,0.44,9.22,9.22
381,21,13,104,15,27,42,20,74,215,22,231,11,94,51,73,1.46,1.21,30.97,56.56,6.70,26.93,4.99,1.14,4.38,0.76,4.07,0.75,2.29,0.33,2.14,0.31,6.17,6.17
365,20,14,107,11,26,42,18,86,201,27,232,12,82,49,65,1.52,1.33,38.56,68.15,8.29,32.46,5.97,1.26,5.16,0.86,4.77,0.90,2.79,0.43,2.65,0.38,5.53,5.53
323,27,10,78,5,27,47,30,88,65,18,220,12,69,32,63,1.45,1.34,44.23,81.75,9.33,36.18,6.37,1.10,5.39,0.89,4.89,0.89,2.68,0.40,2.53,0.39,8.35,8.35
303,26,13,102,14,19,46,20,148,73,26,198,14,99,62,71,2.50,1.47,45.33,77.03,9.75,37.62,6.88,1.31,5.60,0.90,4.56,0.80,2.47,0.36,2.28,0.33,5.90,5.90
253,24,14,126,19,29,46,30,123,81,34,240,20,113,26,62,2.72,1.54,102.23,165.58,21.55,81.85,13.91,1.92,11.31,1.61,7.74,1.32,4.00,0.56,3.51,0.52,8.58,8.58
276,33,15,85,22,21,33,24,141,62,21,197,15,136,19,74,2.54,1.44,59.27,105.76,12.29,46.04,7.97,1.47,6.44,0.99,5.10,0.88,2.74,0.40,2.61,0.34,6.59,6.59
318,22,13,76,16,26,30,25,134,55,23,237,16,81,21,70,1.81,1.36,58.88,104.84,12.30,47.39,7.77,1.48,6.42,1.10,5.59,0.99,3.05,0.46,3.11,0.44,10.46,10.46
425,12,10,72,23,34,25,15,156,82,22,358,14,75,20,88,1.99,1.79,65.82,122.37,14.37,55.96,9.98,1.71,7.88,1.13,4.94,0.83,2.55,0.37,2.44,0.39,9.65,9.65
488,18,9,92,19,25,25,14,105,195,27,386,17,74,25,80,2.31,1.48,56.70,105.41,11.86,45.41,7.91,1.59,6.73,1.10,5.58,1.00,3.08,0.45,2.94,0.45,9.82,9.82
460,23,9,72,23,40,28,13,83,129,25,328,15,78,38,82,1.50,1.29,47.62,76.16,10.00,38.77,6.99,1.27,5.92,0.98,5.01,0.91,2.79,0.42,2.68,0.40,9.93,9.93
344,20,10,76,12,32,30,13,103,91,20,195,12,76,49,72,3.08,3.22,52.06,80.35,11.20,43.77,8.07,1.71,7.30,1.28,7.34,1.37,4.31,0.67,4.33,0.64,9.87,9.87
312,22,9,78,15,32,36,16,124,49,19,218,13,84,82,68,3.18,2.97,69.87,101.80,14.77,56.10,10.08,1.83,8.50,1.39,7.33,1.34,4.05,0.61,3.90,0.56,10.81,10.81
390,17,12,74,19,24,38,16,113,80,23,220,13,73,59,59,3.10,2.68,103.32,147.31,20.87,78.03,13.32,2.04,10.75,1.61,7.85,1.36,4.12,0.60,3.90,0.58,11.46,11.46
302,28,12,97,11,19,41,20,107,57,21,166,12,113,76,65,3.37,3.64,65.24,94.78,14.29,55.30,9.83,2.07,8.42,1.40,7.28,1.35,4.14,0.62,4.01,0.58,8.80,8.80
554,31,12,55,10,38,31,29,109,214,44,358,17,50,33,56,2.05,1.29,49.20,95.72,11.07,44.53,9.67,1.67,9.36,1.79,11.43,2.23,7.17,1.11,7.18,1.09,18.79,18.79
179,8,7,57,16,8,32,17,97,32,15,274,10,67,18,68,1.39,1.89,23.25,44.70,4.94,19.56,3.59,0.79,3.36,0.60,3.31,0.63,1.98,0.30,2.00,0.30,7.18,7.18
306,5,5,44,5,146,15,13,60,39,20,353,9,40,16,304,0.91,1.37,29.40,56.81,6.22,24.48,4.40,0.87,3.91,0.68,3.87,0.75,2.39,0.37,2.37,0.36,8.56,8.56
448,16,9,80,18,55,23,14,132,80,29,309,15,74,17,121,2.12,1.66,51.76,96.28,11.46,44.65,8.19,1.45,6.86,1.10,5.62,0.98,2.99,0.43,2.77,0.42,7.52,7.52
387,23,12,88,6,165,37,24,117,154,21,224,15,75,36,99,2.20,1.75,43.66,81.60,9.55,36.93,7.10,1.38,6.20,1.00,5.18,0.90,2.78,0.41,2.68,0.41,8.16,8.16
510,17,9,82,9,182,34,17,90,167,24,233,12,72,35,453,1.47,1.41,39.88,74.74,8.48,33.31,6.16,1.26,5.58,0.99,5.30,0.99,3.11,0.46,2.89,0.41,6.61,6.61
383,23,9,82,18,22,38,15,121,60,22,243,13,91,35,69,3.09,3.90,78.80,116.52,16.83,63.80,11.18,1.95,9.47,1.52,7.83,1.41,4.47,0.66,4.25,0.63,12.94,12.94
509,25,11,91,12,23,39,25,168,72,26,258,15,86,24,77,1.98,1.52,51.60,92.42,10.49,40.36,7.15,1.30,6.23,1.05,5.48,0.97,2.97,0.45,3.02,0.44,9.72,9.72
377,26,11,90,13,33,39,21,144,74,18,190,13,90,32,70,2.05,1.55,36.54,66.27,7.79,30.45,5.59,1.14,4.91,0.84,4.60,0.85,2.50,0.40,2.56,0.38,7.82,7.82
454,18,10,66,3,34,39,33,106,117,17,176,13,72,33,78,1.93,1.53,40.28,70.41,8.15,31.23,5.55,1.12,4.61,0.74,4.07,0.75,2.30,0.35,2.25,0.34,5.48,5.48
448,25,13,129,4,23,43,32,79,211,26,155,13,81,37,60,1.86,1.33,26.13,48.32,5.78,23.40,5.21,1.32,5.32,1.01,6.43,1.26,3.89,0.61,3.95,0.58,6.04,6.04
448,26,13,96,1,35,44,33,74,187,23,180,12,73,31,58,1.76,1.28,24.33,47.31,5.28,20.87,4.48,1.14,4.23,0.81,4.91,0.93,2.94,0.46,2.97,0.45,7.35,7.35
373,18,7,69,13,53,25,16,107,81,25,333,14,68,24,94,1.55,1.78,41.61,79.08,8.72,33.78,6.15,1.17,5.22,0.91,4.81,0.90,2.81,0.45,2.80,0.43,9.95,9.95
384,18,10,82,19,83,31,12,152,92,34,218,29,81,27,114,4.80,4.72,100.75,162.70,22.00,84.22,15.29,2.89,13.21,2.31,13.08,2.49,7.79,1.21,7.85,1.14,11.76,11.76
384,26,13,136,9,29,54,36,107,104,21,154,15,192,46,75,2.06,1.51,46.28,85.99,10.08,39.33,7.27,1.73,6.22,0.95,5.02,0.89,2.76,0.40,2.52,0.38,5.87,5.87
532,13,9,101,14,21,30,23,97,208,24,300,11,74,45,75,1.82,1.10,31.93,58.58,6.87,27.65,5.30,1.28,4.81,0.89,5.14,0.97,3.00,0.47,2.98,0.46,8.79,8.79
391,26,11,69,12,21,32,21,76,81,17,216,11,63,40,70,1.34,1.36,30.48,58.00,6.47,26.41,4.62,0.91,3.93,0.68,3.59,0.66,2.02,0.30,1.93,0.29,9.43,9.43
647,32,11,92,15,19,37,29,90,62,21,243,11,81,20,66,1.39,1.15,54.92,100.47,11.12,43.47,7.52,1.55,6.17,1.04,4.96,0.91,2.74,0.41,2.74,0.42,9.01,9.01
362,27,12,66,15,47,35,21,102,85,16,181,12,64,51,85,1.69,1.55,27.19,51.43,5.55,21.12,3.90,0.77,3.38,0.59,3.35,0.62,1.87,0.31,1.93,0.30,5.94,5.94
539,20,9,81,12,19,22,14,116,182,20,212,11,68,18,84,1.96,1.42,38.18,69.17,7.82,30.40,5.30,1.12,4.60,0.79,4.22,0.78,2.41,0.36,2.31,0.34,4.93,4.93
384,22,10,59,11,25,24,13,69,246,19,206,12,55,25,46,3.82,1.94,50.71,80.56,10.49,40.53,7.32,1.81,6.38,1.09,6.09,1.15,3.64,0.56,4.08,0.63,10.28,10.28
472,27,10,72,11,24,29,24,69,214,16,161,13,50,38,53,1.86,1.02,25.21,47.19,5.23,20.83,3.94,1.02,3.69,0.66,3.76,0.74,2.26,0.35,2.32,0.36,4.65,4.65
469,34,13,84,8,22,34,24,66,275,22,205,15,52,29,60,2.12,1.18,27.10,47.21,5.61,22.75,4.64,1.22,4.39,0.84,4.95,0.98,2.98,0.46,2.94,0.45,6.32,6.32
494,42,13,111,8,21,28,28,60,254,23,181,13,47,33,75,1.46,1.22,24.41,45.94,5.31,21.28,4.41,1.19,4.25,0.85,5.11,0.98,3.06,0.48,3.11,0.43,7.11,7.11
443,32,15,128,11,29,40,26,54,184,24,192,12,71,50,71,1.65,1.17,27.46,51.22,5.76,23.21,4.41,1.23,4.17,0.79,4.75,0.89,2.82,0.43,2.70,0.41,7.43,7.43
355,25,9,83,17,204,34,15,166,94,31,223,16,92,30,148,4.95,4.27,100.89,163.14,21.91,84.13,15.21,2.86,13.02,2.18,11.77,2.14,6.54,0.99,6.28,0.92,12.65,12.65
459,17,12,89,16,28,29,15,168,95,27,237,17,85,27,90,2.45,2.07,55.09,91.70,11.69,44.82,7.85,1.45,6.76,1.12,6.02,1.04,3.10,0.46,2.92,0.44,6.17,6.17
462,25,12,113,11,20,47,31,101,129,24,246,11,96,59,70,1.76,1.45,36.81,67.81,7.93,31.68,5.96,1.36,5.13,0.94,5.39,1.01,3.04,0.50,2.91,0.45,9.68,9.68
490,28,13,93,10,29,37,24,147,73,25,214,13,90,23,79,1.85,1.60,51.62,91.01,10.60,40.07,6.82,1.37,5.66,0.98,5.00,0.91,2.83,0.43,2.68,0.38,8.37,8.37
467,27,11,78,17,26,39,28,141,73,20,179,14,87,32,72,2.38,1.29,44.09,77.78,8.75,33.73,5.86,1.18,5.03,0.83,4.47,0.84,2.58,0.39,2.52,0.38,5.24,5.24
316,27,11,73,10,31,33,26,89,69,18,184,12,68,28,62,1.79,1.24,30.12,55.49,6.20,24.40,4.53,0.96,4.07,0.71,3.97,0.75,2.28,0.34,2.22,0.34,7.24,7.24
401,22,11,61,10,33,31,25,115,124,21,205,13,64,30,69,2.41,1.34,34.40,61.34,6.93,27.30,4.90,0.98,4.32,0.73,4.01,0.77,2.35,0.35,2.42,0.36,6.19,6.19
397,17,9,63,9,29,32,27,108,107,18,208,13,55,23,58,2.03,1.33,32.94,60.63,6.75,26.14,4.87,0.93,4.17,0.69,3.83,0.71,2.18,0.32,2.23,0.34,6.64,6.64
363,65,9,56,9,24,28,23,61,190,18,181,14,57,27,41,2.00,1.03,24.60,44.85,5.10,20.27,3.84,0.89,3.49,0.61,3.49,0.67,2.08,0.32,2.17,0.33,6.55,6.55
574,60,11,84,6,20,38,24,77,199,21,171,15,58,53,49,2.14,1.11,28.25,53.69,5.87,23.41,4.53,1.08,4.10,0.75,4.25,0.81,2.50,0.37,2.42,0.36,5.05,5.05
553,64,9,86,9,17,16,27,115,235,0.0005,161,19,72,15,88,2.14,1.36,29.08,49.46,5.77,22.91,4.73,1.20,4.29,0.86,4.69,0.88,2.71,0.43,2.68,0.41,4.73,4.73
509,38,13,121,12,26,50,29,72,234,25,188,11,107,50,75,1.76,1.31,34.99,64.09,7.35,29.84,5.79,1.49,5.24,0.93,5.35,0.98,2.98,0.44,2.84,0.43,6.98,6.98
472,25,15,128,5,19,35,25,46,267,16,270,13,85,39,58,1.47,1.19,31.97,56.73,6.26,24.23,4.44,1.44,3.97,0.71,3.92,0.71,2.21,0.34,2.15,0.32,10.58,10.58
378,23,11,80,16,60,35,28,139,104,26,211,20,72,28,105,2.46,2.42,62.37,114.29,12.89,48.67,8.76,1.57,7.54,1.20,6.34,1.15,3.55,0.54,3.48,0.51,7.46,7.46
398,27,10,84,16,37,32,22,111,107,23,291,14,67,24,71,1.88,1.68,39.34,73.02,8.11,31.27,5.52,1.14,4.75,0.84,4.55,0.83,2.57,0.40,2.60,0.38,9.32,9.32
454,32,14,124,3,27,47,31,83,114,22,179,10,101,68,79,1.51,1.47,33.67,60.86,7.22,27.96,5.02,1.20,4.33,0.75,4.04,0.73,2.28,0.35,2.22,0.32,5.90,5.90
448,29,12,101,16,31,47,32,144,77,22,213,13,94,30,83,2.23,1.50,53.25,89.24,10.64,40.70,6.60,1.33,5.53,0.85,4.29,0.75,2.31,0.36,2.23,0.31,6.74,6.74
409,33,9,74,19,41,32,24,101,61,20,218,11,67,56,71,1.73,1.43,46.77,83.90,9.40,36.68,6.40,1.15,5.42,0.92,5.13,0.97,2.93,0.46,2.89,0.44,9.31,9.31
417,21,10,84,13,29,35,22,110,98,18,216,13,88,22,75,1.99,1.39,32.69,59.84,6.69,25.89,4.67,1.00,4.17,0.73,4.06,0.79,2.38,0.34,2.44,0.36,8.05,8.05
344,33,11,114,8,17,40,15,84,114,22,185,12,97,27,45,1.98,1.33,31.91,56.62,6.31,24.80,4.72,1.11,4.06,0.72,4.05,0.74,2.30,0.36,2.29,0.36,6.64,6.64
354,27,10,62,10,20,31,12,69,152,20,172,14,79,32,53,1.97,1.09,25.80,47.01,5.44,21.71,4.14,1.04,3.71,0.66,3.77,0.71,2.14,0.34,2.11,0.32,4.81,4.81
466,28,12,111,10,25,43,19,82,209,26,215,16,85,55,69,2.09,1.26,42.97,68.12,8.52,33.69,6.17,1.55,5.27,0.90,5.03,0.90,2.70,0.41,2.59,0.39,7.22,7.22
441,24,16,141,5,17,40,22,62,288,27,321,13,81,62,73,1.80,1.31,42.21,72.59,8.74,35.07,6.65,1.76,6.04,1.04,6.01,1.09,3.29,0.50,3.15,0.49,11.42,11.42
349,28,14,145,10,21,43,20,41,295,27,252,12,86,50,64,1.63,1.30,28.42,51.36,6.15,25.64,5.47,1.53,5.25,0.99,5.80,1.07,3.18,0.47,2.96,0.46,7.81,7.81
247,37,15,171,7,22,76,24,45,223,23,154,11,157,71,93,1.48,1.45,22.79,41.36,5.13,21.79,4.68,1.42,4.58,0.86,5.24,1.00,3.03,0.47,2.92,0.45,5.22,5.22
367,23,13,124,11,21,46,21,57,274,24,222,11,97,61,79,1.70,1.29,35.43,59.87,7.00,27.79,5.41,1.50,4.90,0.86,5.05,0.93,2.78,0.42,2.63,0.41,7.39,7.39
376,24,12,70,22,48,32,21,119,70,25,222,15,75,22,83,1.51,1.61,54.39,100.10,11.24,42.65,6.92,1.37,6.26,1.05,6.05,1.23,4.00,0.71,5.04,0.74,7.85,7.85
573,21,12,101,12,50,39,24,104,130,24,280,12,88,42,81,1.63,1.35,40.51,72.10,8.73,34.99,6.13,1.43,5.38,0.95,5.51,1.05,3.11,0.45,3.06,0.46,9.94,9.94
558,34,14,94,12,40,48,24,127,126,20,191,11,115,63,84,1.51,1.35,31.17,59.33,6.86,26.93,4.93,1.17,4.36,0.75,4.26,0.77,2.29,0.35,2.19,0.31,6.58,6.58
772,24,14,97,13,27,36,29,85,125,19,198,12,81,25,74,1.38,1.04,43.15,82.57,9.05,35.26,5.98,1.30,5.32,0.88,4.70,0.89,2.65,0.39,2.56,0.37,7.25,7.25
385,24,13,85,20,34,38,26,128,88,26,244,15,73,19,78,2.00,1.37,47.83,83.34,9.91,39.43,6.74,1.28,5.89,0.98,5.36,0.98,2.88,0.43,2.93,0.43,9.59,9.59
409,29,12,90,11,23,36,25,62,195,19,166,13,75,33,70,1.55,1.09,26.24,48.29,5.56,22.59,4.22,1.06,3.79,0.74,4.42,0.83,2.47,0.38,2.44,0.38,6.41,6.41
364,36,12,114,11,13,41,16,101,153,24,182,14,57,38,51,2.44,1.17,28.46,54.17,5.89,23.21,4.35,1.08,4.08,0.74,4.30,0.79,2.47,0.40,2.51,0.38,5.47,5.47
420,26,10,70,12,27,33,14,90,182,24,180,15,65,34,60,1.83,0.99,22.89,42.15,4.76,19.36,3.92,0.90,3.38,0.63,3.58,0.69,2.00,0.35,2.23,0.32,4.28,4.28
478,32,14,106,11,25,46,16,57,332,24,238,13,85,50,68,1.94,1.05,37.28,63.47,7.21,28.35,5.35,1.48,4.91,0.82,4.69,0.85,2.62,0.39,2.40,0.37,7.20,7.20
440,32,15,146,10,29,71,23,88,199,28,184,14,155,77,89,1.68,1.29,33.67,58.78,7.20,29.92,6.10,1.61,5.56,1.00,5.86,1.10,3.31,0.49,3.06,0.46,5.67,5.67
386,31,14,137,11,21,53,32,62,204,25,215,13,97,58,81,1.48,1.15,22.27,41.13,4.93,20.46,4.39,1.21,4.33,0.87,5.31,1.05,3.20,0.50,3.22,0.48,8.76,8.76
465,25,13,101,14,30,34,22,72,307,23,219,12,77,48,70,2.32,1.12,23.95,43.83,5.34,22.07,4.61,1.27,4.50,0.88,5.32,1.06,3.21,0.48,3.07,0.44,8.70,8.70
475,34,12,100,9,33,42,24,95,316,20,232,13,90,39,85,2.25,1.14,25.71,46.22,5.47,22.70,4.69,1.29,4.19,0.81,4.38,0.89,2.68,0.39,2.52,0.38,9.65,9.65
423,18,10,82,12,26,55,21,79,66,15,135,8,127,25,81,1.02,1.22,32.92,59.52,6.80,26.39,4.94,1.14,4.34,0.79,4.68,0.94,3.05,0.48,2.85,0.42,5.02,5.02
734,24,13,105,13,38,70,29,120,71,27,205,12,165,78,98,1.92,1.39,43.04,76.41,9.20,37.42,6.80,1.63,5.67,0.97,4.67,0.87,2.77,0.42,2.67,0.39,8.18,8.18
433,20,10,82,10,35,39,21,94,71,20,216,12,76,35,84,1.28,1.62,32.71,62.16,6.82,27.92,5.10,0.95,4.47,0.77,3.97,0.74,2.32,0.35,2.24,0.34,8.07,8.07
473,26,14,85,17,23,46,25,111,154,22,195,15,98,33,76,2.37,1.49,41.06,72.92,8.36,33.80,6.00,1.29,5.22,0.88,4.51,0.82,2.69,0.41,2.58,0.36,6.98,6.98
348,28,11,80,12,19,41,23,77,124,22,153,13,92,34,74,1.74,1.17,32.64,57.12,6.68,25.57,5.07,1.14,4.59,0.84,4.77,0.93,2.71,0.41,2.52,0.39,5.96,5.96
416,17,11,85,9,27,32,18,56,212,17,150,11,57,27,62,1.65,1.08,27.93,50.06,5.72,22.70,4.47,1.13,4.00,0.72,4.03,0.77,2.44,0.38,2.36,0.37,6.18,6.18
493,21,14,95,14,21,38,24,80,247,19,173,13,81,30,71,1.55,1.09,33.59,55.42,6.65,26.24,4.96,1.26,4.23,0.75,4.00,0.76,2.35,0.36,2.26,0.35,6.30,6.30
512,28,12,85,16,31,37,23,69,315,17,213,10,67,65,98,1.39,1.00,28.05,49.25,5.60,23.02,4.44,1.37,4.09,0.73,3.92,0.70,2.29,0.35,2.17,0.32,7.45,7.45
494,33,14,121,14,26,40,29,79,233,24,193,12,90,52,95,1.50,1.24,26.38,48.59,5.66,23.35,4.67,1.35,4.62,0.89,5.01,0.95,2.98,0.44,2.93,0.41,8.11,8.11
357,26,14,125,1,25,42,29,62,183,19,129,9,82,48,74,1.38,1.19,15.92,29.74,3.60,15.63,3.72,1.08,3.52,0.74,4.13,0.86,2.68,0.41,2.60,0.38,5.63,5.63
394,41,16,160,7,27,48,33,74,236,29,217,12,88,81,81,1.36,1.31,24.34,47.96,5.44,23.68,5.32,1.42,5.24,0.97,6.26,1.20,3.63,0.57,3.14,0.50,9.91,9.91
456,37,14,105,11,27,48,27,80,323,23,272,15,97,33,83,1.79,1.12,32.67,55.89,6.85,27.65,5.44,1.42,5.20,0.94,5.37,1.06,3.10,0.47,2.73,0.44,11.60,11.60
510,35,14,110,8,29,45,26,80,329,24,301,15,93,34,84,1.70,1.12,33.31,58.13,6.85,27.90,5.55,1.53,5.20,0.94,5.59,1.04,3.14,0.50,2.83,0.46,15.56,15.56
