X,Y,Label,BP1.tif,BP2.tif,BP3.tif,BP4.tif,BP5.tif,BP6.tif,BP7.tif,BP8.tif,BP9.tif,BP10.tif,BP11.tif,BP12.tif,BP13.tif,BP14.tif,BP15.tif,BP16.tif,BP17.tif
403688.78,2740726.89,1,153.0,161.27615,83.628944,200.79121,183.02455,127.07976,232.90138,196.5415,182.14285,155.15694,82.315254,105.965065,68.692955,39.388535,84.700745,126.79236,55.88951
403657.77,2740659.0,1,153.0,162.72118,80.60223,199.75424,183.02455,127.07976,229.54971,196.5415,182.14285,155.12291,81.98948,105.89514,68.83531,39.390152,84.41344,127.02309,55.801346
403932.74,2740203.71,1,153.0,174.68896,60.82105,202.05476,176.66716,124.530556,235.37228,196.5415,191.25,155.18562,80.503456,105.5354,70.35228,39.430645,83.4485,127.783676,55.848392
403896.93,2740157.45,1,153.0,176.11623,62.4157,202.05476,174.90471,120.71291,235.37228,196.5415,191.25,155.29797,80.70902,105.67928,70.33603,39.444942,83.59387,127.74962,55.974392
403939.02,2739987.39,1,153.0,178.95477,54.823353,201.44754,173.53864,119.78202,233.84526,192.50989,191.25,155.75052,80.77947,105.88731,71.43373,39.53759,83.94299,127.728905,56.557087
403644.19,2740726.76,1,153.0,161.27615,83.628944,199.75424,183.02455,127.07976,229.54971,196.5415,182.14285,155.15694,82.315254,105.965065,68.692955,39.388535,84.700745,126.79236,55.88951
403637.83,2740613.07,1,153.0,162.72118,77.606445,202.26573,178.14067,128.26207,230.79482,196.5415,182.14285,155.11707,81.71047,105.851105,69.012505,39.394463,84.17809,127.21997,55.76012
403696.8,2740615.76,1,153.0,164.8255,80.60223,201.15887,178.14067,128.26207,233.62387,196.5415,182.14285,155.11707,81.71047,105.851105,69.012505,39.394463,84.17809,127.21997,55.76012
403691.4,2740552.01,1,153.0,164.09402,77.606445,201.15887,178.14067,128.26207,233.62387,196.5415,186.69643,155.11707,81.71047,105.851105,69.012505,39.394463,84.17809,127.21997,55.76012
403740.89,2740544.36,1,153.0,166.23967,76.026306,201.15887,171.94888,130.32002,233.62387,196.5415,186.69643,154.92635,81.22205,105.541084,69.01334,39.37439,83.78595,127.44483,55.49609
403819.12,2740381.91,1,153.0,171.15419,70.010284,201.76418,176.72539,133.09903,228.879,196.5415,186.69643,154.90663,80.55726,105.360596,69.54378,39.38561,83.30661,127.81957,55.436188
403871.43,2740371.58,1,153.0,171.15419,68.423676,201.0607,177.72406,132.7277,232.6964,196.5415,186.69643,154.90663,80.55726,105.360596,69.54378,39.38561,83.30661,127.81957,55.436188
403855.04,2740341.35,1,153.0,171.15419,68.423676,201.76418,177.72406,132.7277,228.879,196.5415,186.69643,154.90663,80.55726,105.360596,69.54378,39.38561,83.30661,127.81957,55.436188
403888.82,2740313.99,1,153.0,171.15419,68.423676,202.149,165.17107,120.38605,232.01839,196.5415,186.69643,155.07362,80.59012,105.496086,69.90412,39.410282,83.40046,127.81003,55.664276
403905.84,2740319.18,1,153.0,173.28746,68.423676,202.149,165.17107,120.38605,232.01839,196.5415,186.69643,155.07362,80.59012,105.496086,69.90412,39.410282,83.40046,127.81003,55.664276
403946.57,2740302.18,1,153.0,173.28746,63.8802,202.149,172.43872,128.05241,232.01839,196.5415,186.69643,154.9582,80.380486,105.353096,69.92089,39.396545,83.25307,127.840195,55.54013
403935.03,2740300.15,1,153.0,174.68896,63.8802,202.149,172.43872,128.05241,232.01839,196.5415,186.69643,154.9582,80.380486,105.353096,69.92089,39.396545,83.25307,127.840195,55.54013
403999.05,2740274.24,1,153.0,176.81635,63.8802,200.03777,172.43872,128.05241,234.7792,196.5415,186.69643,154.9582,80.380486,105.353096,69.92089,39.396545,83.25307,127.840195,55.54013
403987.44,2740304.88,1,153.0,173.28746,63.8802,200.03777,172.43872,128.05241,234.7792,196.5415,186.69643,154.9582,80.380486,105.353096,69.92089,39.396545,83.25307,127.840195,55.54013
404039.72,2740277.28,1,153.0,176.81635,62.4157,200.03777,165.864,140.01472,234.7792,196.5415,186.69643,154.87398,80.31425,105.30417,69.937874,39.383114,83.23254,127.74438,55.498077
404041.27,2740281.92,1,153.0,176.81635,62.4157,200.03777,165.864,140.01472,234.7792,196.5415,186.69643,154.87398,80.31425,105.30417,69.937874,39.383114,83.23254,127.74438,55.498077
404094.44,2740265.71,1,153.0,178.95477,62.4157,199.08295,165.864,140.01472,230.76324,196.5415,191.25,154.87398,80.31425,105.30417,69.937874,39.383114,83.23254,127.74438,55.498077
404044.06,2740232.29,1,153.0,176.81635,62.4157,200.32404,171.12976,139.99573,234.14525,196.5415,191.25,154.87398,80.31425,105.30417,69.937874,39.383114,83.23254,127.74438,55.498077
404091.06,2740230.41,1,153.0,176.81635,62.4157,201.2132,171.12976,139.99573,232.98466,196.5415,191.25,154.87398,80.31425,105.30417,69.937874,39.383114,83.23254,127.74438,55.498077
404148.28,2740243.41,1,153.0,178.95477,60.82105,199.08295,169.38846,140.67953,230.76324,196.5415,191.25,154.80779,80.36116,105.329216,69.958084,39.371017,83.315025,127.54075,55.51858
404122.52,2740204.06,1,153.0,178.95477,59.378445,201.2132,171.12976,139.99573,232.98466,196.5415,191.25,155.03114,80.479576,105.50346,70.367165,39.3999,83.49668,127.49605,55.811024
404179.65,2740204.1,1,153.0,178.95477,57.8,205.426,176.12605,135.93013,233.27861,196.5415,191.25,155.03114,80.479576,105.50346,70.367165,39.3999,83.49668,127.49605,55.811024
404179.65,2740204.1,1,153.0,178.95477,57.8,205.426,176.12605,135.93013,233.27861,196.5415,191.25,155.03114,80.479576,105.50346,70.367165,39.3999,83.49668,127.49605,55.811024
404241.58,2740240.77,1,153.0,181.10388,59.378445,203.62599,171.94913,136.37318,232.67366,196.5415,191.25,154.74445,80.48596,105.4046,69.98455,39.36148,83.47247,127.25158,55.578293
403927.07,2740275.51,1,153.0,174.68896,65.40031,202.149,165.17107,120.38605,232.01839,196.5415,186.69643,154.9582,80.380486,105.353096,69.92089,39.396545,83.25307,127.840195,55.54013
403955.63,2740266.9,1,153.0,174.68896,63.8802,202.149,172.43872,128.05241,232.01839,196.5415,191.25,154.9582,80.380486,105.353096,69.92089,39.396545,83.25307,127.840195,55.54013
403928.78,2740176.58,1,153.0,176.11623,60.82105,202.05476,174.90471,120.71291,235.37228,196.5415,191.25,155.18562,80.503456,105.5354,70.35228,39.430645,83.4485,127.783676,55.848392
379754.38,2725486.28,1,153.0,74.125656,62.044178,195.64815,129.82928,119.02951,231.78853,232.8261,182.14285,174.97473,83.598656,112.559135,71.54247,34.99371,91.245255,100.70923,102.861244
379860.42,2725393.08,1,153.0,74.99776,66.01606,199.06746,144.41158,115.4033,237.21082,234.8419,182.14285,176.7463,84.40406,114.1161,73.282104,35.592823,91.989685,101.44726,105.3475
446234.6122,2790676.287,1,204.0,63.95368,26.55485,205.29199,118.97448,130.98016,233.14374,0.0,209.46428,152.41107,92.40471,113.17343,104.237274,18.573883,78.65517,126.30177,102.17137
446893.252,2790959.72,1,204.0,52.569595,36.142498,201.84474,118.704506,139.07106,232.14658,0.0,191.25,151.0995,91.14145,114.025604,101.01774,18.207363,78.111534,124.29674,98.344635
446893.252,2790959.72,1,204.0,52.569595,36.142498,201.84474,118.704506,139.07106,232.14658,0.0,191.25,151.0995,91.14145,114.025604,101.01774,18.207363,78.111534,124.29674,98.344635
446197.1696,2788274.003,1,204.0,68.66085,54.823353,204.57468,125.75226,134.9335,232.57634,0.0,154.82143,151.53886,89.7208,92.215065,94.92209,18.98867,75.49642,129.40825,75.92187
443559.4892,2787223.54,1,204.0,141.42732,29.049612,204.26248,159.56073,86.00921,237.48125,252.98419,163.92857,144.43655,89.502304,103.51486,74.92889,18.590794,74.90711,112.11538,66.12155
443474.2466,2786254.948,1,204.0,156.30066,0.0,196.49782,141.38486,84.095795,231.76501,252.98419,118.39286,142.73495,88.794174,108.62229,67.91192,20.250484,76.77183,107.72637,65.784065
443320.3877,2785603.462,1,204.0,167.29245,22.807892,196.04582,158.43074,100.99715,235.7062,238.87352,145.71428,141.97984,87.747536,105.821915,65.13145,20.858824,76.75568,106.72312,64.28113
429405.4752,2787006.868,1,204.0,213.5311,6.8,199.22331,153.63408,100.649506,235.85239,184.44664,236.78572,139.30362,84.89318,83.70715,73.77971,24.073143,75.080315,109.987976,67.32617
429405.4752,2787006.868,1,204.0,213.5311,6.8,199.22331,153.63408,100.649506,235.85239,184.44664,236.78572,139.30362,84.89318,83.70715,73.77971,24.073143,75.080315,109.987976,67.32617
425139.1225,2780729.852,1,187.0,228.59154,7.602631,207.60063,155.75443,108.73764,232.78494,196.5415,232.23215,135.3563,87.27843,93.39025,81.14342,30.179483,78.957375,117.42286,71.48522
425154.9057,2782578.51,1,204.0,200.43066,41.50229,201.0918,138.62773,114.20381,228.08672,234.8419,236.78572,131.18687,86.89154,87.32163,78.487335,28.773777,73.90063,120.158905,67.91861
425784.4096,2781987.519,1,187.0,221.86464,14.0185585,185.4886,100.78527,151.89932,221.02151,224.76285,236.78572,137.18462,86.00832,91.17537,78.4209,29.83121,75.887215,118.34453,68.87233
426993.1467,2778191.218,1,204.0,0.0,67.05849,208.70735,166.43716,112.04457,228.24324,152.19368,236.78572,148.10492,86.31518,97.90104,74.33173,26.167732,80.822334,115.08762,71.2061
426729.1553,2777534.354,1,204.0,0.0,72.763176,198.20248,159.9857,118.76501,231.53824,152.19368,245.89285,144.82353,87.06866,99.55647,72.73961,26.107191,80.503265,115.088615,67.73792
430335.0156,2787620.356,1,204.0,222.36234,35.005142,203.9646,165.74573,104.447525,232.33061,184.44664,209.46428,137.09247,82.99409,83.85168,69.45353,22.907585,74.94791,105.47976,65.79171
425242.1828,2779612.657,1,238.0,244.05511,4.8083262,194.67496,147.54732,102.45316,231.73209,180.41502,232.23215,138.2954,87.10314,97.155075,79.74525,29.631958,80.11168,116.19065,70.94563
432411.3069,2792048.653,1,34.0,232.94499,13.6,200.59753,169.40514,89.06825,236.70364,176.3834,214.01785,138.02087,85.625694,130.79654,64.66748,23.447166,73.669235,100.004585,59.400333
424326.2724,2778568.769,1,238.0,210.973,15.205262,206.09627,160.66199,105.31042,232.49847,176.3834,223.125,134.02777,86.35494,98.71182,78.61324,29.718414,76.75808,118.25322,68.28186
432073.3581,2791588.683,1,204.0,224.31306,6.8,198.43275,161.12927,112.854164,233.49985,180.41502,209.46428,136.16992,84.7224,122.411674,64.44698,23.167906,72.37317,99.00879,59.070896
432098.6082,2792199.133,1,187.0,225.10883,3.4,199.65073,164.65582,111.5099,233.27977,176.3834,214.01785,135.07753,84.92877,132.20996,63.48745,23.30982,71.563354,97.666405,58.553604
432174.5045,2792215.149,1,204.0,224.92097,6.8,202.75172,170.27176,109.908905,235.23573,176.3834,214.01785,135.99527,85.16167,132.04132,63.84142,23.365376,72.22256,98.398705,58.81219
432217.2906,2792362.28,1,187.0,227.30785,6.8,204.34148,171.04839,100.491615,234.63948,176.3834,214.01785,136.87337,85.49247,135.04176,63.98324,23.460997,72.77944,98.83933,58.935226
432073.3581,2791588.683,1,204.0,224.31306,6.8,198.43275,161.12927,112.854164,233.49985,180.41502,209.46428,136.16992,84.7224,122.411674,64.44698,23.167906,72.37317,99.00879,59.070896
380804.9578,2712751.117,1,187.0,11.403947,27.411676,192.72908,122.08285,89.544266,235.73277,220.73123,218.57143,173.61603,84.22376,126.24611,92.10642,30.918863,93.91542,112.25115,83.81674
439588.5914,2668185.687,1,153.0,0.0,18.30956,198.94005,146.76488,93.87625,235.18752,255.0,145.71428,176.47131,74.11986,126.66639,78.88631,24.216238,88.4134,114.98039,57.648254
434832.712,2775804.257,1,187.0,0.0,79.3738,196.534,146.496,95.11761,237.2912,212.66798,173.03572,138.51064,87.03385,94.76019,59.933556,24.22585,82.70672,106.329666,61.524384
435847.0722,2774920.878,1,187.0,0.0,36.142498,199.04509,135.18637,104.13804,236.65373,200.57312,109.28571,137.3806,87.079544,90.697876,59.06151,22.661922,81.55754,107.44961,57.45052
416114.3379,2743315.263,1,204.0,214.39723,158.16397,202.30301,153.87726,99.148544,235.32681,226.77866,236.78572,156.94217,86.1824,115.96241,73.811554,39.12061,89.6825,129.50014,58.170124
423484.6276,2675709.103,0,153.0,79.66454,231.04996,186.93182,156.64423,135.78084,233.43037,176.3834,54.642857,177.97423,75.46297,150.26794,115.580696,34.01489,87.23467,129.98003,79.77358
387413.9362,2651829.07,0,85.0,99.18812,44.2,203.12512,142.86954,121.35406,232.90216,234.8419,236.78572,155.73581,77.76978,90.31409,54.503284,24.296782,84.94168,131.2184,72.17494
416984.8247,2610354.105,0,204.0,238.18965,117.87757,202.25247,94.94241,92.404144,234.92688,242.90514,204.91072,156.73822,81.84984,103.54585,69.20376,28.163261,83.868706,118.926186,57.797764
445066.7839,2632941.952,0,187.0,0.0,29.049612,203.64433,140.93721,111.192894,232.1038,240.88933,236.78572,179.44121,98.33621,137.54616,102.81853,37.53847,95.88071,138.25491,59.503548
408461.5505,2666176.826,0,0.0,2.55,249.6628,192.88336,160.4805,94.98927,232.26372,246.93675,214.01785,151.09792,80.50889,104.36786,81.23042,34.211544,84.86883,103.62322,61.25286
409884.2747,2741649.444,0,153.0,247.46826,123.62168,201.17293,184.9435,128.05257,231.08339,184.44664,191.25,158.16884,81.70715,108.65622,67.31016,41.017525,85.64672,131.3102,57.692104
423485.8927,2656503.863,0,204.0,206.42403,199.90727,210.92561,138.34448,101.577354,231.71518,255.0,250.44643,166.3044,90.8671,113.8287,102.00176,28.769264,92.52923,123.22418,74.28585
398575.8176,2738241.01,0,153.0,89.83096,180.48845,203.2104,188.77063,152.49992,231.94977,208.63637,204.91072,166.82423,93.87399,127.92543,83.028366,45.28072,94.818634,119.14866,75.02906
414850.5896,2603048.785,0,204.0,84.88091,0.0,198.70773,103.898224,68.186295,234.25354,244.92094,204.91072,158.25021,82.05984,103.29933,68.72968,28.240759,85.10775,118.379,58.653893
404163.7358,2687677.653,0,153.0,37.908478,152.81099,201.6879,160.64156,108.55282,233.97021,176.3834,204.91072,177.51207,65.14823,117.64032,74.65102,35.948887,86.27097,120.562485,48.95488
374159.2814,2640563.14,0,136.0,198.04819,40.8,202.00409,174.14136,120.732605,232.90555,255.0,154.82143,164.99916,115.217094,96.09366,55.98114,29.074894,120.798355,131.12541,75.67008
438604.9941,2645439.962,0,255.0,0.0,29.049612,203.64362,137.18588,72.40373,235.25745,230.81027,245.89285,207.39969,118.23091,171.88416,134.28372,39.324284,126.57027,146.79333,71.47292
375045.9841,2606003.378,0,85.0,112.89332,0.0,215.83832,167.00172,125.667465,226.2265,255.0,227.67857,184.5949,143.21797,101.25389,59.72867,63.363693,149.30573,118.71999,39.145897
399329.0896,2632624.047,0,85.0,209.61249,214.09204,200.523,110.445465,84.371346,232.12401,232.8261,245.89285,123.017975,75.968315,75.75311,52.521614,16.004152,65.5457,116.443634,45.33463
410011.0226,2667882.359,0,187.0,53.792305,178.68608,204.254,182.5743,76.03067,237.2886,240.88933,250.44643,161.21864,90.231285,125.064255,90.23696,50.02565,98.93582,112.722305,63.287514
385955.6639,2643801.25,0,153.0,96.93355,187.27797,197.4781,152.35896,115.07199,233.25414,238.87352,72.85714,142.47536,77.92603,78.56883,49.59717,30.842184,86.48989,120.32314,50.027843
398920.7608,2773249.924,0,204.0,0.0,82.23502,196.76738,151.02168,129.56766,233.27644,176.3834,173.03572,152.87645,97.66054,93.32717,72.66605,38.079655,92.1018,105.92546,63.744495
389773.1174,2682060.429,0,153.0,115.399826,79.3738,212.35634,149.97037,125.53542,232.05783,242.90514,214.01785,168.88719,72.0663,116.0071,69.786156,42.786366,83.3935,105.10424,66.56854
409971.4145,2611529.871,0,204.0,111.764496,3.4,151.70213,82.57483,138.04292,209.91228,246.93675,204.91072,156.06602,80.73395,100.575966,66.12584,26.863441,83.386696,119.31404,57.11817
448083.1802,2645986.209,0,153.0,0.0,19.825235,205.86673,148.06566,106.30046,234.10722,0.0,91.07143,185.37468,73.889046,130.19557,88.79382,19.762953,80.84605,139.4703,51.79953
395087.32,2785669.189,0,0.0,61.30616,37.4,209.3341,174.32732,106.17965,231.25159,152.19368,245.89285,165.7346,100.79634,106.93408,86.9105,42.728973,98.57493,113.31824,69.35635
439004.6374,2673538.71,0,153.0,231.50291,91.862946,182.38876,159.14793,122.93742,234.77415,208.63637,191.25,181.55537,81.80091,129.71533,84.494705,22.015146,93.1187,118.84129,73.64696
382686.451,2640422.949,0,85.0,19.916136,91.48464,209.1495,143.82095,122.12633,227.67522,242.90514,218.57143,154.56935,79.73185,95.632935,54.598713,29.98675,87.600334,132.73648,58.63626
392460.1555,2668112.528,0,153.0,5.7019734,111.37271,206.04572,158.46413,89.004105,227.35533,228.79446,182.14285,156.61217,67.86281,82.65218,53.35565,33.326477,73.174255,87.37048,59.421677
381698.1799,2640297.619,0,85.0,41.117516,111.5283,206.43576,152.07466,129.78105,228.17043,234.8419,214.01785,157.88496,79.764,100.4986,55.35238,32.93086,90.24756,133.8455,62.637848
408952.7132,2609141.069,0,204.0,55.164936,61.2,191.46484,97.50824,88.64898,234.30295,250.96838,200.35715,157.09662,80.624115,100.50582,66.032234,26.854757,83.88123,118.8753,57.58932
414153.711,2711833.489,0,153.0,100.62004,223.70346,202.76236,187.45293,108.39129,233.04138,144.13045,182.14285,168.29556,85.35454,120.12334,84.02122,35.889313,92.15196,116.799515,73.09862
392600.3119,2614418.322,0,136.0,203.00948,42.60188,206.532,159.31927,93.836555,234.44522,250.96838,227.67857,157.01897,73.14977,93.40438,61.462563,22.03464,81.747,134.49696,51.10983
412086.6676,2667526.467,0,187.0,94.65962,121.07056,202.9175,185.71907,80.73517,237.80392,228.79446,255.0,173.47575,97.283104,136.75761,117.99854,47.771385,101.20588,131.30934,65.50497
427255.6806,2631746.652,0,0.0,27.106874,67.05849,199.56941,155.07127,103.7713,231.27188,255.0,195.80357,163.35143,77.97589,116.86201,75.27735,33.106167,84.332664,116.697975,52.954655
400002.1531,2663416.883,0,85.0,75.688194,147.18506,200.67932,109.4556,95.4663,231.67262,236.85771,223.125,133.43939,72.61211,83.61417,51.778606,24.561958,72.55769,99.50042,58.342773
427398.0356,2644529.505,0,204.0,135.15,24.517748,204.98479,134.05347,99.07253,233.20976,216.6996,241.33928,186.568,96.45283,137.64206,106.7568,45.92196,98.43198,130.58092,55.491756
412008.845,2697226.562,0,153.0,2.55,130.62375,197.95438,204.77754,97.48084,235.65791,144.13045,186.69643,179.1871,73.05568,121.13946,81.08589,35.05593,91.58701,126.27247,52.713837
405029.3179,2778076.954,0,204.0,235.98181,44.330574,195.97626,157.10541,135.22067,232.38495,152.19368,200.35715,154.01697,95.696526,81.997025,71.34445,37.866386,89.93224,116.639,58.945263
411559.2607,2685230.767,0,153.0,52.321625,3.4,205.33981,183.57472,110.968376,234.75565,192.50989,81.96429,172.75407,62.791763,102.764915,74.089386,39.36735,81.053734,114.03806,37.288704
413794.5474,2761771.789,0,238.0,5.7019734,51.898746,178.18515,94.838936,140.39325,228.74506,196.5415,209.46428,154.81845,90.581894,119.55809,68.17403,35.902035,91.60847,118.15085,97.104485
444219.8242,2756372.354,0,153.0,195.02081,85.27157,190.26631,143.11063,113.90465,226.3098,224.76285,36.42857,133.05566,88.70855,100.44262,51.822666,31.462328,80.586914,108.88354,54.539448
386788.0818,2729828.937,0,153.0,67.32193,9.6166525,199.6202,137.30286,82.96552,234.44807,212.66798,218.57143,179.28526,92.580956,111.488106,72.23958,34.927578,97.86172,103.65331,84.918335
393541.6292,2627253.037,0,85.0,9.194156,53.1097,202.95764,119.36718,96.480515,232.04773,248.95258,136.60715,142.19289,74.7783,78.88539,48.04828,16.460955,76.88473,132.03033,42.168064
435584.2189,2768467.15,0,204.0,221.86464,27.2,194.24037,129.8889,71.491234,234.00395,224.76285,173.03572,133.0907,82.91656,80.868805,47.742813,20.686678,75.876976,100.78791,47.266785
393707.5576,2760295.282,0,204.0,94.03935,34.0,201.11496,145.10371,111.151306,234.94319,180.41502,72.85714,151.87263,91.96513,109.34339,67.49014,37.269955,89.728874,99.484505,65.57252
441984.7662,2698606.183,0,153.0,70.71366,50.544636,182.97304,127.90727,131.24672,227.59282,184.44664,109.28571,150.22754,100.867905,108.45681,62.556923,30.502537,92.28324,111.48603,59.02098
433770.8534,2767243.449,0,187.0,166.86432,17.0,191.19539,160.93283,114.530815,226.45892,232.8261,118.39286,141.08235,88.36402,90.87998,59.351135,25.925158,82.08449,109.76057,52.777557
422224.2955,2754941.984,0,187.0,13.73217,154.16666,194.51508,150.82463,100.660484,234.0783,232.8261,195.80357,154.97224,93.44021,124.49343,68.9561,40.256786,91.69168,123.032845,55.94107
415725.7911,2728728.432,0,204.0,112.922104,71.48091,201.01869,153.53976,82.55202,238.36226,224.76285,236.78572,147.00954,100.82109,114.58488,57.851074,37.940727,89.846756,123.02237,55.295944
407138.4373,2656637.759,0,0.0,115.62499,0.0,203.55093,157.92786,106.15219,230.59575,232.8261,127.5,144.03993,75.27699,87.201004,71.77966,30.474567,76.186615,106.9452,55.67583
384932.697,2696746.152,0,153.0,104.55,85.0,217.74298,147.30345,115.96588,233.0972,238.87352,182.14285,172.08885,73.42534,109.90119,68.51689,31.536356,86.01674,106.61949,67.275246
447755.1782,2690606.407,0,85.0,78.5549,198.07736,196.57405,126.31054,79.95982,234.34456,208.63637,36.42857,168.61972,92.06384,126.83713,86.454956,20.31446,90.846954,129.09529,68.97167
406826.3139,2693825.919,0,153.0,27.106874,27.411676,203.36577,182.13466,107.95802,234.74059,176.3834,209.46428,182.04921,81.92082,125.69849,82.512474,40.82165,98.34593,121.83213,58.370934
382757.1174,2679025.636,0,85.0,2.55,67.74452,200.68156,151.43243,91.13897,226.71725,242.90514,223.125,162.69041,54.711433,81.28764,44.73503,34.09787,69.90219,65.41536,60.58708
406095.0556,2751397.865,0,153.0,58.148945,156.4,194.79497,163.71826,115.12474,226.63509,180.41502,81.96429,153.98314,83.660965,111.70835,63.249416,38.5662,90.626434,126.86417,58.658157
389648.6164,2637337.06,0,153.0,78.5549,62.50824,205.22105,177.40895,125.87548,233.31857,240.88933,209.46428,152.23996,67.43386,77.57682,59.09245,26.22877,78.68687,139.41011,50.206524
428728.868,2649561.424,0,204.0,234.40588,10.751744,198.14314,127.10768,103.39847,229.80779,255.0,232.23215,185.60944,91.99236,120.37508,94.4021,32.802326,94.00139,121.12445,56.43477
418938.757,2672345.976,0,153.0,97.60206,129.46814,204.93164,141.90874,91.59623,236.41167,208.63637,236.78572,182.23167,106.67011,152.04169,129.38893,55.082764,107.76221,133.47617,84.982285
445036.7229,2661248.014,0,153.0,0.0,212.05754,205.30112,130.76653,86.33835,235.05484,228.79446,127.5,178.65622,77.18926,117.105896,65.95227,21.241987,88.847855,113.66103,60.73647
410350.2784,2753551.439,0,153.0,103.14112,71.4,198.35725,138.55257,95.3663,233.57707,224.76285,182.14285,154.90205,84.21695,117.72622,65.01066,40.16644,89.73462,120.18144,74.00677
404956.593,2636394.951,0,85.0,88.37138,72.763176,196.00426,118.64778,104.49687,235.49231,236.85771,223.125,137.67767,73.75564,83.706985,44.40258,16.255428,66.774216,109.28524,46.184727
378479.603,2714846.119,0,187.0,28.509865,31.346453,192.96663,112.841995,84.18198,237.17209,242.90514,250.44643,183.82686,95.67999,124.12313,95.319435,29.495415,97.60946,105.977936,170.4119
435205.2101,2637817.96,0,187.0,225.80103,20.4,207.24254,160.41646,81.443504,238.38603,228.79446,232.23215,187.94241,93.541176,155.1102,101.23824,45.967266,97.185005,123.78272,49.391327
422411.1794,2602942.44,0,238.0,244.42784,196.75986,205.11186,133.39348,88.78784,232.72105,255.0,54.642857,158.84782,82.80176,105.70434,71.32624,29.126938,85.36213,118.80517,59.082874
410491.8552,2738275.529,0,153.0,163.08041,85.06798,208.43599,178.51599,141.39781,230.26947,230.81027,91.07143,152.56686,87.34899,107.266075,62.98426,38.903652,86.20519,122.4645,51.70622
389168.5927,2665444.107,0,153.0,102.0,40.94142,204.35527,145.06775,118.45461,226.04662,234.8419,241.33928,155.78743,75.05812,94.22032,62.26798,34.033756,78.844376,98.86497,63.303238
425006.4412,2670407.247,0,153.0,46.811775,60.15214,191.81453,132.99875,70.97895,235.04053,204.60475,214.01785,185.73059,91.77238,158.19333,130.35611,42.57662,103.90125,128.74622,85.5133
439915.0048,2718605.514,0,153.0,10.513919,0.0,194.78088,149.1908,114.103355,228.58162,226.77866,36.42857,143.13667,94.305855,118.17204,64.214165,25.952423,91.3784,117.670044,54.68777
430290.568,2684132.895,0,153.0,118.321106,0.0,196.72717,136.05267,72.34137,237.93378,196.5415,236.78572,160.74573,86.33182,122.43134,90.940186,31.182978,85.867905,126.068855,66.52446
435592.0476,2702827.993,0,153.0,86.286514,236.17154,172.64323,126.1872,142.74039,226.52676,168.32016,218.57143,143.5737,93.86361,109.79943,57.6663,34.44356,91.7216,111.44849,48.668766
438928.1966,2736387.468,0,153.0,115.31527,225.99135,203.06985,145.2976,119.19068,228.47539,212.66798,36.42857,134.67792,91.4766,116.83122,50.13895,20.363493,84.233215,113.600845,55.302525
429600.2033,2668667.967,0,153.0,159.04315,85.60982,190.47473,97.3142,79.47671,234.33879,252.98419,227.67857,183.43736,79.63206,132.79146,106.81998,36.81239,93.53561,128.21715,75.662155
433056.9398,2630405.412,0,0.0,81.00014,99.533516,210.27786,158.45255,91.23194,232.02576,252.98419,218.57143,168.42245,84.94741,115.59628,92.60898,33.847202,85.067795,118.240364,54.0282
448798.0776,2754981.635,0,153.0,115.456154,58.099224,191.5493,150.45625,105.4632,227.71915,240.88933,145.71428,140.52838,84.76955,100.560196,49.535,24.638353,78.77339,101.83612,57.66393
415351.1616,2699546.042,0,153.0,23.509838,210.90965,204.05083,178.98445,85.07083,235.18843,144.13045,118.39286,159.42625,69.95129,111.287125,63.763176,31.329506,81.28462,103.49668,60.85479
409294.9019,2629774.981,0,85.0,133.43106,101.08927,200.46457,97.62436,104.85816,228.90251,230.81027,236.78572,127.97563,78.21657,95.14575,41.925804,18.146168,64.74086,118.92846,44.45265
395886.4403,2734792.645,0,153.0,77.84812,182.46313,201.5829,159.66687,114.731064,234.3822,230.81027,173.03572,162.83594,87.11828,121.74526,70.57616,40.876507,89.90268,105.29777,75.35955
423752.2818,2791383.005,0,34.0,32.456203,10.2,197.90245,158.68884,97.98819,232.93051,152.19368,204.91072,96.91176,81.831154,86.75402,79.30885,24.173025,62.121265,118.43386,64.52004
439193.232,2725712.794,0,153.0,54.21375,0.0,201.39212,161.32768,124.371475,227.31178,228.79446,18.214285,142.8653,100.79947,121.37314,65.47703,24.914494,96.287,118.87672,59.89697
414790.6352,2736712.26,0,187.0,78.72028,97.36118,195.4576,106.91643,90.11129,233.94173,230.81027,195.80357,145.67816,96.09421,107.1698,55.18049,34.65896,88.44712,117.749084,43.822556
375924.4743,2706630.364,0,0.0,27.46434,22.807892,199.72417,144.82196,92.866165,234.84172,255.0,250.44643,181.75053,83.411804,97.27277,73.79367,27.67718,79.91322,106.31164,88.468254
418265.5259,2719559.349,0,204.0,0.0,191.61044,185.76404,109.584076,100.0071,234.19,152.19368,227.67857,159.02039,90.002464,115.78477,68.57226,35.49743,91.045845,113.271935,69.10268
415139.8121,2769724.682,0,204.0,91.124596,31.346453,203.76697,160.43967,146.52542,230.25046,144.13045,182.14285,143.88922,87.379944,84.563095,60.429005,32.14992,84.05394,108.325035,75.28382
408515.4835,2609509.006,0,204.0,53.062065,48.68059,201.54109,99.328705,109.201546,231.09373,250.96838,200.35715,157.03975,80.505394,100.29059,65.830635,26.739382,83.797935,118.9621,57.506638
416071.5752,2714277.597,0,153.0,150.08218,238.60637,197.33504,131.57,115.77183,231.43195,144.13045,204.91072,162.322,91.3471,128.13332,75.731865,40.799324,92.615326,117.575165,73.64589
