BP1.tif,BP2.tif,BP3.tif,BP4.tif,BP5.tif,BP6.tif,BP7.tif,BP8.tif,BP9.tif,BP10.tif,BP11.tif,BP12.tif,BP13.tif,BP14.tif,BP15.tif,BP16.tif,Label
204.0,68.66085,54.823353,204.57468,125.75226,134.9335,232.57634,83.36212,121.58195,151.53886,89.7208,92.215065,94.92209,18.98867,75.49642,129.40825,1
204.0,141.42732,29.049612,204.26248,159.56073,86.00921,237.48125,78.40278,126.347984,144.43655,89.502304,103.51486,74.92889,18.590794,74.90711,112.11538,1
204.0,156.30066,0.0,196.49782,141.38486,84.095795,231.76501,88.16619,122.95956,142.73495,88.794174,108.62229,67.91192,20.250484,76.77183,107.72637,1
204.0,167.29245,22.807892,196.04582,158.43074,100.99715,235.7062,84.50561,121.799126,141.97984,87.747536,105.821915,65.13145,20.858824,76.75568,106.72312,1
204.0,213.5311,6.8,199.22331,153.63408,100.649506,235.85239,76.56843,186.13226,139.30362,84.89318,83.70715,73.77971,24.073143,75.080315,109.987976,1
204.0,213.5311,6.8,199.22331,153.63408,100.649506,235.85239,76.56843,186.13226,139.30362,84.89318,83.70715,73.77971,24.073143,75.080315,109.987976,1
187.0,228.59154,7.602631,207.60063,155.75443,108.73764,232.78494,81.36757,181.36221,135.3563,87.27843,93.39025,81.14342,30.179483,78.957375,117.42286,1
204.0,200.43066,41.50229,201.0918,138.62773,114.20381,228.08672,78.56686,187.29546,131.18687,86.89154,87.32163,78.487335,28.773777,73.90063,120.158905,1
187.0,221.86464,14.0185585,185.4886,100.78527,151.89932,221.02151,80.91529,183.9267,137.18462,86.00832,91.17537,78.4209,29.83121,75.887215,118.34453,1
204.0,0.0,67.05849,208.70735,166.43716,112.04457,228.24324,79.52059,167.65999,148.10492,86.31518,97.90104,74.33173,26.167732,80.822334,115.08762,1
204.0,0.0,72.763176,198.20248,159.9857,118.76501,231.53824,77.69584,166.9069,144.82353,87.06866,99.55647,72.73961,26.107191,80.503265,115.088615,1
204.0,222.36234,35.005142,203.9646,165.74573,104.447525,232.33061,76.614655,181.01472,137.09247,82.99409,83.85168,69.45353,22.907585,74.94791,105.47976,1
238.0,244.05511,4.8083262,194.67496,147.54732,102.45316,231.73209,78.5897,177.78261,138.2954,87.10314,97.155075,79.74525,29.631958,80.11168,116.19065,1
34.0,232.94499,13.6,200.59753,169.40514,89.06825,236.70364,77.91948,183.68658,138.02087,85.625694,130.79654,64.66748,23.447166,73.669235,100.004585,1
238.0,210.973,15.205262,206.09627,160.66199,105.31042,232.49847,80.555336,176.41684,134.02777,86.35494,98.71182,78.61324,29.718414,76.75808,118.25322,1
204.0,224.31306,6.8,198.43275,161.12927,112.854164,233.49985,77.69697,183.44571,136.16992,84.7224,122.411674,64.44698,23.167906,72.37317,99.00879,1
187.0,225.10883,3.4,199.65073,164.65582,111.5099,233.27977,78.32871,185.12973,135.07753,84.92877,132.20996,63.48745,23.30982,71.563354,97.666405,1
204.0,224.92097,6.8,202.75172,170.27176,109.908905,235.23573,78.32871,184.85136,135.99527,85.16167,132.04132,63.84142,23.365376,72.22256,98.398705,1
187.0,227.30785,6.8,204.34148,171.04839,100.491615,234.63948,78.42309,185.26222,136.87337,85.49247,135.04176,63.98324,23.460997,72.77944,98.83933,1
204.0,224.31306,6.8,198.43275,161.12927,112.854164,233.49985,77.69697,183.44571,136.16992,84.7224,122.411674,64.44698,23.167906,72.37317,99.00879,1
187.0,11.403947,27.411676,192.72908,122.08285,89.544266,235.73277,76.81365,182.55803,173.61603,84.22376,126.24611,92.10642,30.918863,93.91542,112.25115,1
153.0,0.0,18.30956,198.94005,146.76488,93.87625,235.18752,89.65807,105.83838,176.47131,74.11986,126.66639,78.88631,24.216238,88.4134,114.98039,1
187.0,0.0,79.3738,196.534,146.496,95.11761,237.2912,75.84642,126.93493,138.51064,87.03385,94.76019,59.933556,24.22585,82.70672,106.329666,1
187.0,0.0,36.142498,199.04509,135.18637,104.13804,236.65373,83.64748,118.38059,137.3806,87.079544,90.697876,59.06151,22.661922,81.55754,107.44961,1
204.0,214.39723,158.16397,202.30301,153.87726,99.148544,235.32681,78.07108,158.16121,156.94217,86.1824,115.96241,73.811554,39.12061,89.6825,129.50014,1
204.0,194.82066,55.34799,205.96136,138.50717,94.642685,227.3439,78.06948,156.63457,183.30956,93.58466,122.76089,99.6425,37.805664,91.89912,125.02274,0
255.0,173.4,42.05568,202.62964,170.07964,73.26229,236.62564,85.90816,171.7047,182.09077,98.92856,145.68845,117.42277,44.333263,100.7677,136.8062,0
153.0,0.0,6.8,193.5794,152.66197,89.324745,238.08482,83.808395,69.92925,167.65228,66.842804,111.71491,69.111435,23.715216,81.086,103.165375,0
85.0,14.424978,26.55485,204.66109,131.69075,118.06846,227.98404,82.633736,167.75627,135.83398,75.635475,92.78889,54.810913,19.98993,67.74587,100.53802,0
238.0,79.66454,211.81209,192.82332,141.53555,71.980606,233.41454,91.73063,52.451702,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0
238.0,21.637466,66.7994,205.43156,154.31857,114.27202,230.35384,82.42323,171.33073,143.07431,68.7101,74.28918,47.592354,29.915333,68.78458,82.12722,0
153.0,99.45,136.88959,207.08354,146.55939,108.03987,231.54352,76.20449,50.575184,131.83217,90.11667,99.17477,51.200577,33.35244,79.02941,116.441124,0
204.0,147.32735,3.4,193.37059,124.18941,85.34089,229.95335,86.18252,115.69541,139.72131,88.56818,98.24832,60.82013,26.034666,78.89777,114.80035,0
204.0,158.61328,204.7071,203.35086,116.195946,84.66691,233.89946,83.22503,168.56282,157.17328,81.70964,102.87636,68.43358,27.94864,84.246925,118.78264,0
0.0,113.72542,173.36667,208.70624,130.8832,87.48866,235.83665,90.87339,131.94208,158.79277,82.841385,108.16133,74.50825,29.81936,84.23946,119.31319,0
238.0,0.0,203.23357,202.04745,128.8641,56.748245,238.83737,90.94742,154.69644,180.6949,87.9338,130.26115,86.045265,27.119577,97.10823,125.33908,0
204.0,229.23065,72.6837,200.15262,142.32413,105.43623,229.58383,76.82121,113.02071,151.4416,97.577515,124.62512,82.12488,39.84213,89.11654,127.99017,0
136.0,40.8,92.490005,202.01721,164.50052,114.16929,233.63292,80.19703,203.89468,178.10756,110.670204,127.44477,97.3393,51.808285,108.28515,122.216644,0
136.0,163.21992,24.041632,199.04805,128.79887,111.48737,230.96764,83.26571,181.45903,162.41849,73.215164,94.86653,63.35154,19.46199,82.07353,138.5774,0
255.0,84.18863,52.782196,181.16362,68.55517,92.8599,232.37582,81.237885,165.09288,165.521,64.92156,92.912476,59.845825,27.49236,72.4605,90.47618,0
0.0,49.050232,187.03091,199.2267,130.3261,78.39146,232.91019,90.166855,140.99745,163.69289,84.784996,113.48247,80.082,31.320084,86.75182,121.50076,0
85.0,88.811775,212.05754,195.84573,114.31312,88.0694,230.05736,85.493385,43.493423,140.24483,100.21942,125.913864,63.04892,17.045341,90.60933,121.195206,0
204.0,109.53134,19.825235,198.02695,152.63611,136.53426,233.49373,82.63104,235.95029,162.50998,88.59212,106.49803,86.04822,49.633846,97.62438,109.79669,0
0.0,195.03749,86.08112,206.12819,121.13828,64.60948,237.53389,81.15383,144.7912,158.50485,82.75628,107.227844,73.33968,29.4964,84.39404,119.21853,0
85.0,108.4275,21.503489,199.47606,109.68762,112.851326,231.00687,79.02442,163.15105,163.63504,68.94064,104.67122,61.20015,34.0605,75.58881,94.33647,0
34.0,197.93323,234.87086,209.61195,169.02264,144.09944,229.7765,78.580635,220.72171,143.81505,92.37672,73.67281,63.372227,26.038391,82.85092,111.61587,0
153.0,52.321625,0.0,197.54138,185.73701,95.528175,232.03273,81.247086,157.47878,172.38277,76.0026,137.5126,106.514046,38.96428,89.60065,124.32733,0
85.0,133.6015,4.8083262,214.2897,168.71185,105.80903,228.27899,65.93929,158.28574,165.47421,83.401,107.49857,63.94994,23.103718,93.85659,121.03474,0
85.0,30.811766,99.997,196.6813,147.02435,97.88151,237.42252,75.72229,92.13351,144.47685,99.432365,125.55407,68.9768,27.561584,92.09424,120.27268,0
34.0,145.97498,70.74942,200.24956,162.21968,83.45182,231.88698,78.40449,193.2369,137.03064,84.004265,85.28252,82.45667,22.210285,72.64117,108.33234,0
204.0,112.72038,0.0,206.59283,172.96864,122.01461,231.02173,82.946915,148.39632,146.04675,98.805565,125.03313,71.32872,25.681358,91.05668,121.15585,0
153.0,122.61232,138.77666,206.4419,184.72626,105.78969,234.13768,81.59387,157.24057,172.54724,71.53246,119.49226,84.12541,37.672092,84.35102,117.46987,0
153.0,52.507713,0.0,203.33107,135.15341,97.502426,235.55084,82.63744,85.25981,151.95631,99.408966,128.88187,75.125275,30.116379,96.68667,121.06506,0
0.0,55.164936,96.70595,195.82228,121.21912,92.509636,231.61392,66.88318,159.87831,146.50864,84.58841,103.52689,80.95267,30.032446,81.166695,110.716995,0
153.0,0.0,132.42552,193.20105,155.24359,97.10266,237.59853,90.4072,72.86915,164.57642,69.40639,130.43242,83.79596,27.97624,79.5989,122.84837,0
136.0,53.792305,83.9738,200.55731,117.17862,129.72925,230.0696,74.16232,184.0485,164.28363,85.74967,113.079636,64.54595,34.430088,93.364655,96.734955,0
187.0,233.78091,58.49581,214.49498,183.14058,114.54677,230.02148,77.29609,155.30667,163.40468,78.503426,122.11654,71.158875,33.159313,90.22809,99.70612,0
153.0,175.63559,81.88284,199.59352,136.92857,118.73863,230.01279,76.72367,61.13237,142.78304,91.5414,108.20931,62.787643,38.14951,83.67563,113.36085,0
153.0,18.031223,0.0,197.51703,191.60509,119.13794,234.6936,82.3388,153.84186,171.19275,97.40161,115.658745,86.22747,38.828102,103.29515,117.0479,0
153.0,34.021244,24.517748,213.88092,173.5845,138.10605,233.1882,77.609406,166.9623,166.76344,100.85813,116.78856,85.42663,45.451717,103.10394,111.95415,0
85.0,78.5549,6.8,201.19185,110.58149,71.16055,235.50288,81.22761,186.69847,150.4004,79.54784,91.45248,60.283558,21.922705,80.75172,128.70717,0
153.0,191.6406,44.2,203.6909,129.03203,99.175964,236.13266,83.23368,149.02446,147.56459,82.434875,113.90386,51.99382,30.86137,84.44625,111.55908,0
153.0,0.0,180.32826,201.07005,168.78908,102.958694,232.47757,77.67444,137.71498,157.16423,91.62742,108.146614,63.92446,39.572178,95.12507,117.2098,0
204.0,0.0,120.20815,196.9928,134.7814,127.11355,230.2478,81.12949,145.92007,177.58186,91.47744,132.79117,105.41968,48.332664,92.97276,133.64757,0
153.0,11.403947,35.497044,202.31241,134.58408,102.005905,226.66743,83.36893,152.18181,163.74187,70.15402,106.48258,60.876453,34.32557,79.57805,95.45624,0
153.0,241.17392,146.0418,200.63081,177.93323,136.99467,229.98355,78.073044,216.76146,157.19421,98.33131,94.8062,77.93546,38.944195,94.96921,123.74474,0
204.0,149.30028,66.01606,193.90636,161.945,139.90562,234.36722,77.24397,200.76445,177.90121,107.2803,130.24568,101.385185,41.110855,110.401215,125.604965,0
153.0,89.21356,0.0,207.12796,166.99342,116.93795,234.62663,75.16609,173.74123,164.98203,103.33586,126.92942,86.55782,45.02439,102.067924,120.19938,0
153.0,187.6807,249.47754,202.62727,154.64519,105.528366,235.12965,76.74377,144.25354,161.87419,93.87883,113.2345,72.327644,40.74478,96.632774,124.00048,0
85.0,109.67965,30.410524,216.13391,132.21857,117.20679,229.57129,81.18951,136.14998,142.94905,74.46835,95.00709,47.564434,35.92304,83.24356,121.88118,0
153.0,152.19037,123.20016,204.73242,163.21881,50.543484,239.67921,94.923874,160.85173,179.54948,107.7309,133.72665,123.683846,61.417534,102.4455,136.64929,0
85.0,9.194156,182.24126,209.60602,128.42436,77.37889,235.57983,84.042564,164.8757,150.82951,81.09661,104.06082,70.39213,28.846348,79.58953,117.44415,0
221.0,15.3,92.490005,201.1104,189.40755,86.46074,236.66336,69.05996,163.81157,172.75844,81.61047,118.04486,77.5318,39.064617,93.741585,121.15329,0
153.0,5.7019734,94.46862,200.13171,167.32307,121.07049,228.79155,84.98718,160.81473,158.93552,61.803577,74.69084,52.61503,27.094305,67.02263,73.58392,0
0.0,251.97305,107.35604,205.79768,136.14856,75.64228,236.4696,86.61211,145.23581,154.09032,81.40651,102.64191,68.24939,27.641981,82.03776,119.058136,0
85.0,34.68375,76.026306,197.63748,110.89735,105.74292,232.04816,83.53854,184.8306,141.71483,59.772995,67.43495,38.96794,22.552366,61.873425,81.47743,0
153.0,34.306744,44.2,199.56621,165.78494,137.4483,227.33507,82.367546,161.94902,152.48067,60.81245,73.54042,43.97591,27.940863,64.11987,74.767525,0
85.0,55.92587,7.602631,196.41945,106.0948,82.534004,233.79663,82.82157,182.48854,143.622,78.12655,79.774605,48.12607,17.198982,77.83402,135.7383,0
153.0,18.031223,74.87723,203.601,196.50313,96.99269,233.98306,66.481,147.8053,179.8691,76.66726,115.95928,88.18392,37.97606,92.977264,125.336975,0
0.0,96.76569,25.89363,197.47267,176.05785,147.22354,233.88898,80.72551,237.97276,161.45227,102.40401,108.44485,86.23299,40.790966,99.899635,115.85173,0
204.0,135.72614,53.1097,196.51201,137.5259,98.58432,231.58313,85.496346,162.95332,145.98668,87.4652,106.50193,69.25395,25.442394,81.56074,112.26511,0
238.0,166.23967,132.29451,200.40218,126.70299,99.98325,228.144,81.36238,143.51447,156.55342,75.776375,92.58161,57.91684,25.139774,86.89912,132.81425,0
153.0,32.456203,73.0011,204.52773,147.36719,107.801636,226.46452,82.9098,167.13867,158.5045,65.466774,87.53208,50.125732,30.781353,72.24439,80.8933,0
85.0,44.60678,225.65858,204.01453,131.1407,107.34007,231.15419,75.742195,156.32553,148.65373,82.771675,105.36529,54.92504,26.47742,91.694374,140.89769,0
0.0,203.10553,57.899914,204.59003,128.40201,112.31747,228.48347,67.46414,157.20667,147.32515,80.56421,98.60738,63.240913,25.372934,78.09331,120.41401,0
85.0,65.31187,129.602,203.46289,119.46235,81.421646,233.43503,79.60605,140.54268,156.96748,82.20232,107.3501,73.80794,29.655066,82.85425,118.69952,0
153.0,27.46434,0.0,187.35867,160.03772,130.1536,224.6327,76.51411,67.68658,148.51065,95.064766,122.14635,63.579678,24.592443,91.79743,119.10262,0
85.0,92.8214,232.81934,200.63881,122.617,90.48685,235.42316,86.02979,167.78317,130.19638,68.065636,72.45455,59.022495,22.232948,65.9463,105.11849,0
153.0,37.6503,217.70622,177.80121,119.804306,135.43645,228.74385,77.68505,112.60945,145.40802,91.598785,117.12853,61.64069,33.857197,93.17393,113.24467,0
34.0,131.26929,204.0,188.61705,180.34622,146.10048,226.18755,80.20521,230.78123,148.02689,94.83082,77.408585,66.15117,27.143143,84.74646,113.17336,0
153.0,41.51099,182.01912,202.0286,143.78728,90.64893,221.65637,81.79409,157.50781,157.31686,77.920265,83.2887,59.66851,31.389633,77.381905,94.973946,0
153.0,81.480385,50.544636,203.15825,125.82585,116.87383,231.3402,73.13368,63.60573,142.82951,99.35674,118.63341,63.816956,35.079197,87.86264,125.31903,0
153.0,232.94499,23.8,196.54886,157.05756,133.54535,235.72751,76.80577,185.00218,167.51239,101.51886,123.733116,84.932,45.30752,100.70259,116.62367,0
153.0,64.91241,156.54776,191.63965,148.36925,97.031586,235.7178,83.61128,92.14845,178.1536,92.34013,130.33664,103.80634,30.633612,98.215294,132.37328,0
85.0,2.55,40.8,202.63417,108.590775,120.115005,231.39566,83.629105,144.7322,160.14919,70.05243,86.57477,54.753418,32.498707,71.34509,90.39837,0
153.0,27.46434,79.3738,201.9736,124.68564,124.34265,232.56236,80.44144,188.64903,163.17592,85.677864,112.07969,68.35666,33.207783,91.80787,96.676834,0
187.0,116.99471,25.89363,198.95462,143.5296,91.56437,234.6321,87.63116,121.64456,137.67876,87.80333,97.66707,58.26074,25.944025,76.51112,111.72113,0
204.0,200.54416,108.48078,196.43112,150.6876,97.24635,233.373,77.84267,115.82216,146.73315,89.58042,112.52573,69.50433,33.613472,79.949234,121.78976,0
204.0,183.26323,38.013153,210.6593,136.88153,87.14854,235.42493,80.69118,170.03262,187.6919,99.956795,165.35762,113.24987,44.57157,102.99392,141.0442,0
153.0,0.0,17.0,191.45764,139.0097,111.16376,227.76683,76.45699,36.32853,136.75487,80.19381,80.77141,48.92533,23.535374,80.55711,110.23214,0
153.0,232.60976,40.94142,208.14597,153.18544,101.88887,235.0304,83.00143,138.15314,180.74318,74.72981,119.36968,90.16727,31.030247,88.58049,122.49988,0
221.0,111.18117,136.38197,203.16513,198.9807,104.32202,232.5145,76.04344,154.70793,175.12653,72.91321,114.42111,74.56511,38.13945,90.54466,119.7884,0
153.0,221.42459,40.8,189.75447,128.59836,97.652054,233.53996,71.85966,147.77257,154.13661,80.09154,117.55259,61.078575,36.701702,89.23709,113.31131,0
204.0,144.36244,249.59334,197.60815,160.47134,118.561295,229.52391,72.36818,151.10385,147.41396,99.51941,126.90055,78.03129,26.022192,92.64429,121.4938,0
204.0,29.846985,115.64999,197.97247,136.33562,99.05456,234.59906,70.81255,157.57323,153.03589,90.960655,118.23023,70.98273,35.915947,90.36014,125.29947,0
153.0,50.808388,66.7994,199.39272,169.4153,147.10707,232.93451,82.88743,250.34288,172.5413,103.00544,110.29785,92.52963,51.494225,104.55963,119.614296,0
85.0,49.512047,157.17416,189.24397,116.47727,98.885124,229.59892,90.416306,68.98039,165.61037,94.02921,122.43424,81.80465,20.886818,91.20959,121.90942,0
85.0,92.8214,127.44332,191.46745,112.353424,92.003235,229.7764,81.64897,193.55896,115.55196,72.8464,73.6387,44.273006,14.580925,61.66854,94.39932,0
85.0,48.71768,33.48612,195.10704,97.04442,76.823654,230.6894,91.32077,182.47803,142.42464,80.93828,106.03128,65.72846,24.157063,77.35323,120.30723,0
153.0,0.0,105.01543,200.37798,153.40561,104.532906,232.01913,76.271355,37.202465,137.14969,88.16019,98.70506,56.287464,27.772285,79.42874,113.59049,0
153.0,227.19339,141.41713,191.27809,135.14778,101.13433,235.28804,86.08872,76.83904,167.72276,73.20433,123.92071,81.15491,21.662645,82.68748,126.52635,0
85.0,0.0,74.87723,207.32722,137.57487,88.48843,229.21085,84.85551,147.77852,153.72314,79.8702,104.94562,75.12423,33.568233,79.14942,113.306206,0
136.0,92.15349,4.8083262,196.27736,134.61633,113.63557,232.42737,92.67451,155.77226,180.68582,78.0731,105.223915,76.225685,32.80032,86.3301,105.98233,0
153.0,97.43536,167.84433,201.68636,179.49815,109.55129,234.98763,89.43604,139.64198,179.66496,108.49514,121.48883,91.02341,44.86354,115.715385,117.882835,0
136.0,55.92587,246.89244,183.11278,161.06451,127.91191,234.01042,79.65612,123.885796,182.9337,96.78572,136.07623,118.48717,33.673275,103.367676,139.73055,0
153.0,23.091234,65.40031,204.62206,147.17027,103.36489,233.86676,75.208374,148.56857,154.19032,91.99734,106.5352,66.606895,40.19602,92.724686,103.09109,0
0.0,123.1679,0.0,206.54237,130.87581,70.09821,236.87074,78.5427,158.77498,158.97758,89.845856,118.53761,88.0673,37.943832,91.544556,119.07395,0
153.0,75.73113,10.751744,199.71577,138.61845,110.15878,235.35957,84.23293,78.72859,163.86786,103.76318,128.60764,86.497185,29.050684,92.310455,127.45962,0
136.0,0.0,121.35667,205.96672,174.05867,101.16459,231.88194,83.46818,165.13872,159.88123,75.23901,99.842,65.35316,24.42642,79.34969,106.69883,0
153.0,208.10251,29.049612,199.13716,122.71293,66.71244,238.98079,89.66792,170.06479,191.97054,108.46321,137.4874,110.44152,42.52025,108.69153,137.47064,0
153.0,65.80779,145.52635,206.53008,142.49353,118.05835,232.80432,84.30076,186.13351,178.89223,88.233696,116.485085,69.55702,35.961853,96.78431,97.23157,0
153.0,5.1,115.04869,197.36209,134.92447,90.42885,233.23972,77.91963,144.8809,153.3937,80.64833,120.76842,58.71355,43.738525,89.248375,125.138374,0
204.0,49.512047,0.0,197.21759,98.50269,65.50026,233.47516,84.26283,175.25772,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0
255.0,59.530354,88.46536,193.3541,111.777245,120.19622,233.95377,99.208565,167.18765,181.80956,96.65802,149.06444,118.36775,45.884514,102.71185,135.81367,0
34.0,13.73217,17.0,208.76523,181.19371,140.31766,228.37488,75.748856,209.81136,91.6815,85.44463,75.66399,75.948364,25.130068,58.849667,122.76903,0
153.0,63.135036,47.721275,198.667,157.98804,99.11842,228.63542,85.49609,173.8328,151.96536,67.78736,81.9543,50.890617,27.243715,70.54083,89.9901,0
153.0,100.97485,106.76217,206.2337,192.05066,92.39575,234.81181,71.79083,148.34958,174.664,80.10506,120.44305,92.937,35.491756,91.7559,124.21942,0
34.0,247.35,33.48612,205.86,164.70444,100.907364,233.94148,75.91594,161.79723,148.70364,86.53345,85.1134,70.73737,20.633688,76.455635,109.604774,0
153.0,30.706066,112.662674,210.37738,167.67963,105.66831,230.53008,74.74614,143.70518,158.78981,87.37077,121.78837,66.942665,39.022335,93.43036,121.10825,0
153.0,99.58068,66.97224,208.00856,154.82721,75.73256,233.32243,84.226166,175.33614,161.38184,72.96053,98.65589,59.641083,29.20231,83.10121,97.57425,0
0.0,0.0,23.8,208.09271,166.93947,112.35475,233.57707,78.80567,206.1595,169.07645,107.45687,123.104385,96.14271,45.602947,103.92225,116.0506,0
204.0,0.0,149.36801,204.88135,169.12952,97.71617,232.41803,77.223175,106.576744,149.58463,89.586174,100.599754,70.86365,28.823763,82.717125,123.84409,0
204.0,139.34299,62.50824,194.44894,93.90182,90.38454,231.60468,84.52362,167.27881,156.24638,81.06696,101.32861,66.87272,27.225039,83.57316,119.10384,0
204.0,133.1139,10.751744,195.60814,150.23628,109.147125,235.67735,79.239525,138.50844,149.32744,91.57049,111.17441,77.986084,38.90778,81.430176,124.27541,0
238.0,83.646225,38.013153,203.77443,139.49924,86.56081,234.99065,82.31138,165.3824,162.37497,71.49615,94.1789,58.198296,24.670456,84.8676,133.79189,0
170.0,39.66869,76.026306,181.84912,144.0672,139.7192,233.06769,83.59341,86.26925,162.01178,85.66356,127.76561,89.4477,27.73261,85.069916,134.63858,0
204.0,9.194156,81.10265,204.08958,139.89491,95.68124,231.47206,73.28385,152.95857,154.99574,90.62314,124.896286,77.79566,38.881603,91.628716,127.54201,0
85.0,78.5549,78.495094,210.83195,178.8993,117.77821,229.3746,78.8579,162.77705,159.16455,88.76963,109.15836,65.56899,22.134241,94.147285,108.425415,0
136.0,63.95368,50.200397,198.17044,135.19978,95.22468,224.00754,71.284874,169.10439,178.22807,81.422485,99.57749,74.95828,28.132889,79.823074,100.21191,0
204.0,0.0,127.7604,183.4395,104.83965,147.5586,226.01231,76.63894,159.78784,160.2641,93.39888,119.575035,73.97801,36.24053,94.17621,118.54672,0
204.0,141.05904,56.994385,204.10226,167.94437,103.33873,230.42093,77.6004,165.64381,147.96582,92.11518,96.5793,66.580696,32.590134,89.35203,112.128944,0
85.0,233.07054,224.14229,200.55095,129.60982,81.67226,236.07344,81.348854,190.7995,137.37743,83.990166,95.06501,48.90841,20.152706,70.39368,127.61313,0
0.0,169.93411,95.2607,195.25049,135.78357,122.48362,231.47412,106.278465,158.85,167.36525,86.728836,118.118744,86.09988,32.829815,87.67338,124.70114,0
136.0,23.509838,24.041632,196.33199,134.86615,68.70299,234.25465,95.453545,157.58011,175.45168,80.977615,119.12591,79.05442,39.740368,90.74268,111.2165,0
153.0,3.6062446,41.362785,200.56712,183.4381,107.32381,234.00378,73.709885,155.4479,180.97516,76.46008,117.29778,83.116516,43.301125,94.914696,120.46581,0
153.0,191.13095,88.98652,202.9796,160.67949,135.15663,234.2322,73.90429,183.21432,188.16905,86.935776,127.18453,96.371414,34.51787,96.59566,119.89806,0
204.0,171.32509,77.53193,204.2138,176.32147,142.891,234.32933,80.3573,198.74683,174.25798,104.35578,125.67466,92.92398,44.341846,108.15562,119.96464,0
0.0,51.0,86.88314,194.57309,106.18036,74.53076,232.05115,70.9598,130.51445,162.80656,84.54215,112.05521,77.994446,30.930635,86.95668,120.51923,0
153.0,0.0,88.98652,200.59286,128.21579,95.89307,233.80898,77.17145,48.50393,138.57964,86.26534,103.49522,57.21129,31.064703,79.4495,114.34407,0
153.0,46.88118,127.7604,177.68019,162.64297,144.31987,235.95602,84.45962,88.201324,171.60905,99.211105,130.38608,96.82939,32.139145,97.90966,136.72955,0
204.0,120.283264,73.553246,195.24892,118.07582,105.119026,230.78209,78.026794,197.7099,180.30966,105.629425,124.02558,94.45964,43.71666,105.51715,122.12108,0
153.0,87.74372,0.0,210.10205,171.48032,86.329155,236.0729,75.43764,168.5916,166.29416,104.676155,124.007515,90.674866,45.681168,104.80297,124.20138,0
136.0,56.61919,47.35652,194.68744,157.7147,62.609386,227.97299,69.4513,135.2821,174.49501,78.25017,95.390396,71.14019,37.39617,82.37335,100.85222,0
85.0,163.71715,62.044178,186.94737,86.977104,71.66945,233.03249,82.23223,139.92882,155.69478,81.93341,105.10693,71.0939,28.690374,82.64285,118.83914,0
153.0,0.0,195.729,209.25005,157.73442,98.00589,232.41216,55.72289,97.01139,186.47003,77.969955,134.64645,91.979065,26.448236,88.117424,127.16939,0
153.0,37.908478,38.46661,212.44072,154.3566,71.66969,234.00894,84.02406,164.31332,136.15416,78.97671,89.02189,55.90038,21.53878,77.76991,97.181305,0
153.0,112.02601,81.74155,200.52792,146.96487,76.83079,240.48917,83.97122,81.41646,166.03687,79.057915,127.40459,84.74608,24.36515,84.55294,127.78385,0
153.0,160.56903,0.0,197.21375,168.0645,104.85784,234.75188,80.16135,146.51833,156.21266,88.32505,104.7326,63.633488,31.76411,89.13665,106.984886,0
153.0,19.916136,48.323082,204.39224,157.88365,70.18499,235.1686,86.12578,180.73155,155.33353,72.871284,92.48316,65.295746,34.558743,78.21423,97.578636,0
153.0,211.58855,201.0605,202.18361,142.2741,110.625175,235.54742,84.97763,121.68548,154.61702,95.28357,118.316185,88.78932,31.150087,90.32956,126.48523,0
102.0,47.91015,47.23431,176.72682,76.27726,81.54277,228.7058,70.97679,173.18881,175.84064,71.40634,122.5976,52.2192,26.975399,85.213425,86.24423,0
153.0,12.75,218.0776,197.97824,165.2333,94.55349,234.54317,86.5588,173.21892,182.28716,73.68521,119.85177,79.20271,39.104034,91.38115,123.17779,0
136.0,94.625275,30.410524,190.39221,145.19168,157.96852,230.4046,80.43608,214.1192,185.19841,118.49951,140.30916,108.471016,58.216347,116.57786,127.76104,0
153.0,35.51739,7.602631,207.08202,184.21806,68.90019,235.56285,69.757965,128.40463,175.66353,71.77889,100.35163,68.29037,34.913338,90.221924,111.83702,0
204.0,145.05891,38.013153,203.54834,148.49773,90.94547,231.47447,67.577934,154.93092,153.29799,94.43057,109.851494,68.74049,35.52978,93.58056,120.183235,0
153.0,124.532974,0.0,196.94208,158.36642,96.60647,235.66676,80.76926,145.19951,159.13336,88.29579,102.612434,69.25736,32.319115,89.84914,113.51528,0
204.0,112.113045,59.378445,198.32135,129.03757,85.422005,235.60223,80.93306,140.97307,139.23788,88.722275,92.32987,59.013897,30.371866,83.8334,106.72191,0
204.0,0.0,95.986046,194.24387,150.16371,117.39801,234.80536,79.57978,158.32417,134.7523,86.53284,76.08738,58.661007,21.150995,72.70601,101.44208,0
153.0,66.15272,64.95691,198.45015,164.18564,88.52799,236.39601,88.85275,183.59627,177.30347,81.58326,116.28695,91.73203,41.566914,89.81397,108.36505,0
153.0,50.487427,115.04869,201.24243,149.15062,80.08927,240.23093,71.120575,133.31665,184.96204,85.60718,136.2843,106.37261,35.945198,95.74444,139.06302,0
238.0,79.09112,0.0,197.08546,124.92523,88.78004,235.08427,76.1139,165.66753,162.02513,83.814514,124.139595,83.4054,42.48485,90.62754,121.71793,0
85.0,102.57214,45.361656,179.73343,125.74001,131.53595,229.76465,88.205055,74.25367,154.01959,102.1073,106.8453,63.490387,27.391087,90.84513,111.081154,0
