BP1.tif,BP2.tif,BP3.tif,BP4.tif,BP5.tif,BP6.tif,BP7.tif,BP8.tif,BP9.tif,BP10.tif,BP11.tif,BP12.tif,BP13.tif,BP14.tif,BP15.tif,BP16.tif,BP17.tif,Label
204.0,165.4555,19.825235,193.16872,169.72115,121.62073,233.43689,152.19368,255.0,58.270897,97.897934,125.24895,102.67324,47.07028,27.690392,124.027756,41.908863,0
238.0,97.43536,225.22275,192.52884,139.69356,57.44441,239.95084,204.60475,0.0,23.437357,88.33723,120.10862,71.81482,14.76883,22.780796,124.909874,44.70387,0
153.0,76.073814,98.07099,207.01065,158.1773,111.24368,232.76466,200.57312,200.35715,35.64339,83.92704,110.92252,79.60642,32.513065,67.29688,111.01239,24.785408,0
221.0,3.6062446,83.9738,201.42845,170.85512,90.68531,234.12228,192.50989,204.91072,46.89884,86.97092,117.260506,89.06625,34.24647,81.26085,117.09856,33.48499,0
0.0,92.400116,0.0,207.62859,145.36894,103.92401,233.68445,232.8261,18.214285,28.568956,68.444984,79.29138,63.512516,24.631266,62.535336,148.65912,31.465982,0
153.0,57.01973,41.362785,211.14111,186.0067,83.007744,233.4532,144.13045,127.5,43.200974,66.65073,98.9542,61.089245,29.255816,108.037895,97.59056,27.06647,0
204.0,89.54096,10.2,198.04442,124.54234,105.06809,232.49959,212.66798,223.125,43.451412,89.54712,111.475914,62.640965,33.6563,49.98523,95.656555,33.151478,0
0.0,30.706066,250.05609,197.44217,198.4267,81.43962,236.87947,200.57312,186.69643,46.567383,79.92437,106.878296,74.09633,37.79023,101.16626,106.1171,32.25189,0
34.0,144.4525,12.258874,194.50636,117.18357,147.50443,232.78835,246.93675,232.23215,71.00855,84.09557,73.27405,61.4509,20.015305,58.92793,139.99144,47.025238,0
204.0,3.6062446,33.48612,221.29376,143.0054,136.7655,228.7287,168.32016,173.03572,48.57026,89.3471,85.79451,61.760204,27.964012,35.40689,129.57457,32.606243,0
153.0,32.456203,98.6,204.30788,168.20673,106.555664,231.42265,180.41502,214.01785,49.98217,87.668465,123.02155,67.911995,39.326206,39.696453,99.5937,32.36,0
204.0,0.0,98.834206,196.1634,150.70349,122.432205,234.38628,226.77866,218.57143,55.394154,95.68257,96.87647,76.66541,42.478035,38.337765,116.01355,33.522552,0
153.0,115.905846,0.0,201.61275,128.55788,121.36276,231.2315,234.8419,182.14285,77.86706,86.48506,121.82194,58.59776,33.637917,44.52419,90.8613,31.970171,0
204.0,0.0,107.35604,192.49892,124.0584,103.14303,227.86415,0.0,191.25,24.792046,91.10563,127.66149,100.98092,41.169975,27.998684,136.34,41.10764,0
